측정소명,오존농도(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
강남구,0.046,35,19
강남대로,0.035,45,18
강동구,0.041,38,19
강변북로,0.025,44,19
강북구,0.052,40,21
강서구,0.057,41,19
공항대로,0.046,40,20
관악구,0.055,35,18
관악산,0.075,37,17
광진구,0.043,38,19
구로구,0.051,43,16
금천구,0.055,33,16
남산,0.07,35,17
노원구,0.049,40,23
도봉구,0.054,36,18
도산대로,0.041,45,21
동대문구,0.052,40,21
동작구,0.054,36,21
동작대로,0.041,40,20
마포구,0.054,34,16
마포아트센터,0.063,40,16
북한산,0.055,33,18
서대문구,0.056,37,16
서울숲,0.043,46,18
서초구,0.047,43,16
성동구,0.048,41,21
성북구,0.042,44,20
세곡,0.044,43,18
송파구,0.046,42,21
시흥대로,0.04,40,20
신촌로,0.039,42,21
양천구,0.049,33,18
영등포구,0.046,32,17
영등포로,0.036,37,18
올림픽공원,0.045,39,21
용산구,0.047,40,22
은평구,0.054,37,21
자연사박물관,0.059,35,14
정릉로,0.033,42,24
종로,0.039,40,19
종로구,0.044,36,20
중구,0.044,31,20
중랑구,0.051,39,19
천호대로,0.039,43,18
청계천로,0.04,42,24
한강대로,0.029,59,26
항동,0.045,46,13
행주,0.044,38,17
홍릉로,0.036,44,23
화랑로,0.035,41,23
강남구,0.041,34,19
강남대로,0.027,40,19
강동구,0.033,35,20
강변북로,0.024,41,19
강북구,0.043,38,21
강서구,0.043,39,20
공항대로,0.03,41,22
관악구,0.046,33,19
관악산,0.062,33,17
광진구,0.035,35,20
구로구,0.041,40,17
금천구,0.044,33,19
남산,0.053,32,18
노원구,0.039,38,21
도봉구,0.045,33,16
도산대로,0.037,40,19
동대문구,0.044,36,20
동작구,0.042,35,23
동작대로,0.035,39,21
마포구,0.041,33,18
마포아트센터,0.049,35,16
북한산,0.044,29,17
서대문구,0.045,33,17
서울숲,0.038,41,17
서초구,0.04,38,15
성동구,0.042,39,21
성북구,0.035,39,19
세곡,0.032,37,18
송파구,0.036,40,21
시흥대로,0.034,40,22
신촌로,0.029,41,21
양천구,0.04,33,20
영등포구,0.041,33,19
영등포로,0.033,34,19
올림픽공원,0.034,34,21
용산구,0.042,38,22
은평구,0.04,38,22
자연사박물관,0.047,34,16
정릉로,0.028,39,23
종로,0.037,37,18
종로구,0.043,35,21
중구,0.041,30,20
중랑구,0.038,38,19
천호대로,0.033,43,19
청계천로,0.036,38,24
한강대로,0.026,53,25
항동,0.034,32,13
행주,0.031,37,17
홍릉로,0.031,40,22
화랑로,0.028,36,21
강남구,0.044,43,19
강남대로,0.028,51,23
강동구,0.036,43,19
강변북로,0.026,55,23
강북구,0.043,42,19
강서구,0.043,50,20
공항대로,0.032,51,21
관악구,0.043,43,19
관악산,0.056,45,20
광진구,0.038,43,19
구로구,0.043,53,20
금천구,0.041,43,19
남산,0.052,44,20
노원구,0.04,43,21
도봉구,0.045,39,18
도산대로,0.038,50,24
동대문구,0.043,47,20
동작구,0.043,47,22
동작대로,0.034,47,21
마포구,0.043,45,18
마포아트센터,0.052,49,20
북한산,0.043,34,17
서대문구,0.051,35,17
서울숲,0.04,52,20
서초구,0.042,48,18
성동구,0.043,49,18
성북구,0.038,50,22
세곡,0.032,46,19
송파구,0.038,45,20
시흥대로,0.033,50,22
신촌로,0.032,53,23
양천구,0.041,45,20
영등포구,0.042,42,20
영등포로,0.035,45,21
올림픽공원,0.041,41,22
용산구,0.042,47,23
은평구,0.038,52,25
자연사박물관,0.046,43,21
정릉로,0.032,49,24
종로,0.035,44,19
종로구,0.043,44,21
중구,0.043,38,21
중랑구,0.04,46,20
천호대로,0.036,49,19
청계천로,0.037,46,23
한강대로,0.029,62,23
항동,0.03,40,16
행주,0.034,44,17
홍릉로,0.035,46,22
화랑로,0.03,40,21
강남구,0.046,36,14
강남대로,0.034,49,19
강동구,0.04,41,16
강변북로,0.038,48,14
강북구,0.044,41,16
강서구,0.047,39,12
공항대로,0.043,37,14
관악구,0.046,39,15
관악산,0.057,48,13
광진구,0.043,39,15
구로구,0.045,50,15
금천구,0.046,35,14
남산,0.055,39,12
노원구,0.044,41,19
도봉구,0.048,41,16
도산대로,0.043,47,15
동대문구,0.051,41,14
동작구,0.047,40,17
동작대로,0.041,43,16
마포구,0.046,37,12
마포아트센터,0.056,42,11
북한산,0.044,36,13
서대문구,0.047,40,14
서울숲,0.045,53,11
서초구,0.045,47,13
성동구,0.052,37,11
성북구,0.042,51,16
세곡,0.039,48,17
송파구,0.044,45,18
시흥대로,0.041,41,17
신촌로,0.038,44,14
양천구,0.044,34,13
영등포구,0.046,32,12
영등포로,0.04,34,14
올림픽공원,0.043,46,21
용산구,0.047,43,16
은평구,0.042,44,19
자연사박물관,0.049,41,11
정릉로,0.039,42,17
종로,0.04,41,13
종로구,0.047,40,15
중구,0.046,32,14
중랑구,0.045,41,15
천호대로,0.042,50,18
청계천로,0.043,37,17
한강대로,0.033,53,18
항동,0.038,33,10
행주,0.039,35,10
홍릉로,0.041,40,16
화랑로,0.036,41,18
강남구,0.039,13,7
강남대로,0.031,21,9
강동구,0.038,13,7
강변북로,0.028,19,9
강북구,0.038,15,7
강서구,0.041,18,7
공항대로,0.037,19,10
관악구,0.041,17,7
관악산,0.048,14,8
광진구,0.041,13,6
구로구,0.04,17,7
금천구,0.042,15,7
남산,0.048,12,7
노원구,0.042,14,7
도봉구,0.042,14,7
도산대로,0.035,19,10
동대문구,0.044,15,6
동작구,0.04,15,9
동작대로,0.035,18,9
마포구,0.041,14,6
마포아트센터,0.049,15,7
북한산,0.035,13,8
서대문구,0.045,15,8
서울숲,0.038,19,6
서초구,0.038,15,5
성동구,0.045,15,7
성북구,0.036,17,8
세곡,0.037,17,6
송파구,0.039,15,6
시흥대로,0.032,17,9
신촌로,0.033,20,9
양천구,0.038,14,8
영등포구,0.038,14,7
영등포로,0.031,16,9
올림픽공원,0.041,15,8
용산구,0.041,16,10
은평구,0.042,19,12
자연사박물관,0.045,14,7
정릉로,0.031,17,9
종로,0.035,18,8
종로구,0.042,14,7
중구,0.04,11,8
중랑구,0.041,16,6
천호대로,0.037,18,7
청계천로,0.036,16,9
한강대로,0.03,23,11
항동,0.033,16,8
행주,0.034,16,7
홍릉로,0.035,20,10
화랑로,0.033,15,8
강남구,0.038,8,3
강남대로,0.028,15,4
강동구,0.036,8,3
강변북로,0.038,7,3
강북구,0.038,10,4
강서구,0.039,14,3
공항대로,0.032,16,6
관악구,0.039,10,3
관악산,0.043,6,3
광진구,0.041,8,2
구로구,0.042,13,2
금천구,0.041,10,4
남산,0.044,5,1
노원구,0.041,9,4
도봉구,0.041,6,3
도산대로,0.037,9,4
동대문구,0.042,10,3
동작구,0.039,11,6
동작대로,0.031,14,5
마포구,0.04,11,3
마포아트센터,0.048,8,2
북한산,0.033,5,2
서대문구,0.043,8,2
서울숲,0.041,10,2
서초구,0.041,10,1
성동구,0.047,10,2
성북구,0.035,10,2
세곡,0.035,10,2
송파구,0.037,11,3
시흥대로,0.021,19,5
신촌로,0.037,13,4
양천구,0.035,10,3
영등포구,0.035,13,4
영등포로,0.035,10,4
올림픽공원,0.042,7,3
용산구,0.041,10,5
은평구,0.04,8,6
자연사박물관,0.045,6,2
정릉로,0.031,14,4
종로,0.03,14,4
종로구,0.041,8,3
중구,0.039,8,4
중랑구,0.041,9,3
천호대로,0.032,14,4
청계천로,0.035,11,5
한강대로,0.026,20,8
항동,0.03,8,1
행주,0.034,10,3
홍릉로,0.035,14,6
화랑로,0.027,14,4
강남구,0.032,66,15
강남대로,0.021,88,19
강동구,0.026,71,15
강변북로,0.021,86,17
강북구,0.037,68,14
강서구,0.032,72,15
공항대로,0.026,73,18
관악구,0.034,70,15
관악산,0.051,84,18
광진구,0.032,77,15
구로구,0.036,86,16
금천구,0.033,65,16
남산,0.042,73,14
노원구,0.036,67,14
도봉구,0.056,68,13
도산대로,0.029,84,19
동대문구,0.037,77,15
동작구,0.037,72,18
동작대로,0.028,69,17
마포구,0.034,65,14
마포아트센터,0.043,75,14
북한산,0.042,58,14
서대문구,0.04,68,15
서울숲,0.031,84,15
서초구,0.037,80,14
성동구,0.039,71,13
성북구,0.034,77,15
세곡,0.031,81,18
송파구,0.033,81,16
시흥대로,0.022,79,19
신촌로,0.027,72,15
양천구,0.03,63,15
영등포구,0.031,60,17
영등포로,0.026,64,16
올림픽공원,0.034,75,17
용산구,0.035,77,17
은평구,0.036,75,19
자연사박물관,0.04,72,12
정릉로,0.026,72,17
종로,0.029,70,15
종로구,0.037,71,17
중구,0.035,61,16
중랑구,0.035,75,16
천호대로,0.028,81,14
청계천로,0.031,68,18
한강대로,0.022,96,23
항동,0.024,59,13
행주,0.032,61,13
홍릉로,0.03,76,17
화랑로,0.027,70,15
강남구,0.038,124,14
강남대로,0.031,178,22
강동구,0.035,128,13
강변북로,0.029,164,20
강북구,0.046,161,16
강서구,0.04,163,16
공항대로,0.029,154,19
관악구,0.04,147,15
관악산,0.047,177,23
광진구,0.04,137,13
구로구,0.045,201,21
금천구,0.041,147,14
남산,0.046,153,18
노원구,0.046,152,15
도봉구,0.041,183,19
도산대로,0.034,172,22
동대문구,0.044,149,16
동작구,0.042,156,17
동작대로,0.033,131,17
마포구,0.038,140,14
마포아트센터,0.047,175,17
북한산,0.043,146,19
서대문구,0.045,167,19
서울숲,0.04,162,16
서초구,0.045,166,18
성동구,0.048,133,11
성북구,0.041,181,21
세곡,0.037,167,19
송파구,0.04,141,16
시흥대로,0.031,160,19
신촌로,0.029,144,15
양천구,0.036,145,14
영등포구,0.036,128,19
영등포로,0.031,130,18
올림픽공원,0.041,145,20
용산구,0.043,160,17
은평구,0.041,170,25
자연사박물관,0.044,166,17
정릉로,0.033,142,17
종로,0.036,138,18
종로구,0.042,147,19
중구,0.042,128,16
중랑구,0.043,134,16
천호대로,0.034,127,13
청계천로,0.037,129,19
한강대로,0.025,180,27
항동,0.034,142,16
행주,0.036,155,13
홍릉로,0.033,136,17
화랑로,0.036,129,16
강남구,0.046,42,20
강남대로,0.031,53,23
강동구,0.042,41,19
강변북로,0.033,56,20
강북구,0.046,44,21
강서구,0.045,49,24
공항대로,0.028,56,22
관악구,0.045,45,23
관악산,0.058,38,19
광진구,0.045,41,18
구로구,0.057,51,23
금천구,0.047,40,20
남산,0.058,,16
노원구,0.05,42,19
도봉구,0.046,41,18
도산대로,0.043,47,23
동대문구,0.05,45,21
동작구,0.045,46,23
동작대로,0.034,48,22
마포구,0.048,45,22
마포아트센터,0.059,46,19
북한산,0.045,39,18
서대문구,0.055,44,19
서울숲,0.046,49,19
서초구,0.053,55,14
성동구,0.053,43,18
성북구,0.046,48,19
세곡,0.039,46,21
송파구,0.045,45,22
시흥대로,0.031,52,26
신촌로,0.036,51,21
양천구,0.045,44,22
영등포구,0.041,43,24
영등포로,0.038,45,23
올림픽공원,0.046,41,21
용산구,0.045,45,22
은평구,0.048,49,26
자연사박물관,0.058,41,20
정릉로,0.037,46,21
종로,0.035,45,20
종로구,0.048,42,21
중구,0.048,37,21
중랑구,0.048,45,22
천호대로,0.037,43,17
청계천로,0.034,41,18
한강대로,0.024,58,24
항동,0.039,44,15
행주,0.041,57,21
홍릉로,0.035,47,23
화랑로,0.036,44,20
강남구,0.04,48,31
강남대로,0.03,62,37
강동구,0.041,48,28
강변북로,0.028,55,32
강북구,0.044,45,30
강서구,0.035,60,37
공항대로,0.028,59,30
관악구,0.037,55,34
관악산,0.072,46,26
광진구,0.045,43,29
구로구,0.057,59,36
금천구,0.043,56,36
남산,0.06,40,26
노원구,0.042,40,28
도봉구,0.045,40,28
도산대로,0.04,61,38
동대문구,0.038,49,30
동작구,0.046,57,37
동작대로,0.031,54,32
마포구,0.031,47,31
마포아트센터,0.059,56,30
북한산,0.038,32,23
서대문구,0.054,40,28
서울숲,0.04,52,31
서초구,0.044,47,33
성동구,0.048,50,27
성북구,0.046,48,26
세곡,0.041,57,36
송파구,0.042,50,32
시흥대로,0.019,67,38
신촌로,0.036,57,33
양천구,0.043,56,33
영등포구,0.031,51,33
영등포로,0.038,55,36
올림픽공원,0.044,45,33
용산구,0.034,49,33
은평구,0.047,43,34
자연사박물관,0.054,46,30
정릉로,0.03,49,28
종로,0.029,47,29
종로구,0.044,44,29
중구,0.043,43,32
중랑구,0.036,44,29
천호대로,0.03,51,30
청계천로,0.032,53,31
한강대로,0.027,68,33
항동,0.027,60,42
행주,0.042,60,32
홍릉로,0.027,48,33
화랑로,0.032,41,27
강남구,0.064,49,28
강남대로,0.047,56,32
강동구,0.054,49,27
강변북로,0.052,59,31
강북구,0.062,50,30
강서구,0.058,57,34
공항대로,0.052,52,30
관악구,0.058,53,31
관악산,0.072,42,21
광진구,0.057,50,30
구로구,0.07,62,36
금천구,0.063,49,30
남산,0.073,47,28
노원구,0.062,53,31
도봉구,0.054,49,28
도산대로,0.057,55,33
동대문구,0.064,55,32
동작구,0.063,52,31
동작대로,0.053,52,28
마포구,0.047,51,30
마포아트센터,0.076,54,30
북한산,0.061,47,30
서대문구,0.066,51,32
서울숲,0.063,58,31
서초구,0.062,50,28
성동구,0.07,51,27
성북구,0.058,58,31
세곡,0.05,53,29
송파구,0.06,57,31
시흥대로,0.05,56,34
신촌로,0.053,61,35
양천구,0.058,55,34
영등포구,0.055,51,32
영등포로,0.053,53,35
올림픽공원,0.058,52,32
용산구,0.06,52,31
은평구,0.061,52,38
자연사박물관,0.066,52,33
정릉로,0.049,57,31
종로,0.052,53,30
종로구,0.064,50,30
중구,0.062,46,32
중랑구,0.058,55,33
천호대로,0.056,51,28
청계천로,0.058,54,32
한강대로,0.044,65,32
항동,0.051,54,34
행주,0.05,58,33
홍릉로,0.047,55,33
화랑로,0.055,46,28
강남구,0.045,54,34
강남대로,0.027,56,34
강동구,0.035,52,31
강변북로,0.027,66,41
강북구,0.045,42,27
강서구,0.043,63,39
공항대로,0.037,58,35
관악구,0.043,54,34
관악산,0.058,38,20
광진구,0.037,52,31
구로구,0.048,62,41
금천구,0.043,54,36
남산,0.054,53,34
노원구,0.042,46,28
도봉구,0.041,39,27
도산대로,0.035,69,44
동대문구,0.049,53,32
동작구,0.045,53,34
동작대로,0.034,54,34
마포구,0.039,54,32
마포아트센터,0.053,56,36
북한산,0.044,36,25
서대문구,0.049,47,32
서울숲,0.039,66,37
서초구,0.04,56,35
성동구,0.048,57,31
성북구,0.042,54,29
세곡,0.032,48,30
송파구,0.042,54,34
시흥대로,0.027,67,40
신촌로,0.036,62,38
양천구,0.041,57,37
영등포구,0.04,53,35
영등포로,0.036,55,38
올림픽공원,0.04,53,38
용산구,0.043,57,38
은평구,0.043,47,37
자연사박물관,0.051,51,33
정릉로,0.031,52,31
종로,0.035,52,28
종로구,0.045,48,31
중구,0.045,45,33
중랑구,0.046,51,31
천호대로,0.032,57,33
청계천로,0.037,55,32
한강대로,0.027,81,38
항동,0.034,56,35
행주,0.039,58,30
홍릉로,0.031,56,35
화랑로,0.033,43,28
강남구,0.056,50,25
강남대로,0.043,51,27
강동구,0.049,50,24
강변북로,0.043,57,27
강북구,0.06,49,28
강서구,0.058,50,24
공항대로,0.05,44,24
관악구,0.054,54,25
관악산,0.068,30,18
광진구,0.052,52,24
구로구,0.063,54,23
금천구,0.056,50,23
남산,0.067,45,23
노원구,0.059,52,27
도봉구,0.054,46,26
도산대로,0.047,57,29
동대문구,0.06,53,27
동작구,0.06,52,27
동작대로,0.05,53,26
마포구,0.046,46,22
마포아트센터,0.069,48,24
북한산,0.06,46,27
서대문구,0.063,46,28
서울숲,0.055,59,26
서초구,0.054,50,23
성동구,0.059,52,20
성북구,0.051,54,26
세곡,0.054,49,26
송파구,0.051,46,24
시흥대로,0.047,54,24
신촌로,0.041,55,26
양천구,0.055,61,27
영등포구,0.05,48,23
영등포로,0.042,49,26
올림픽공원,0.057,50,29
용산구,0.056,47,26
은평구,0.058,50,32
자연사박물관,0.063,46,24
정릉로,0.037,53,28
종로,0.047,54,25
종로구,0.059,51,27
중구,0.056,46,27
중랑구,0.056,54,27
천호대로,0.047,49,23
청계천로,0.047,56,27
한강대로,0.035,62,25
항동,0.051,45,21
행주,0.048,49,20
홍릉로,0.04,55,29
화랑로,0.05,44,26
강남구,0.055,49,29
강남대로,0.037,60,29
강동구,0.046,54,32
강변북로,0.037,59,31
강북구,0.06,54,34
강서구,0.06,52,27
공항대로,0.048,51,26
관악구,0.059,46,27
관악산,0.084,44,26
광진구,0.052,51,31
구로구,0.066,56,27
금천구,0.054,44,26
남산,0.076,49,25
노원구,0.056,55,35
도봉구,0.055,53,28
도산대로,0.047,63,33
동대문구,0.059,55,31
동작구,0.058,48,30
동작대로,0.046,52,30
마포구,0.052,48,25
마포아트센터,0.071,49,25
북한산,0.063,47,29
서대문구,0.062,46,26
서울숲,0.051,71,30
서초구,0.054,59,26
성동구,0.06,53,27
성북구,0.05,58,29
세곡,0.048,56,30
송파구,0.053,55,30
시흥대로,0.04,54,29
신촌로,0.048,55,29
양천구,0.053,45,27
영등포구,0.054,46,27
영등포로,0.041,46,27
올림픽공원,0.053,54,34
용산구,0.053,52,32
은평구,0.065,49,31
자연사박물관,0.067,46,25
정릉로,0.041,55,34
종로,0.044,53,29
종로구,0.053,50,31
중구,0.053,46,32
중랑구,0.06,51,29
천호대로,0.047,58,33
청계천로,0.044,56,32
한강대로,0.036,75,32
항동,0.044,41,20
행주,0.039,52,24
홍릉로,0.041,57,35
화랑로,0.039,51,34
강남구,0.066,63,41
강남대로,0.039,73,45
강동구,0.049,64,41
강변북로,0.044,78,49
강북구,0.061,69,47
강서구,0.07,75,50
공항대로,0.063,67,44
관악구,0.065,64,42
관악산,0.094,56,36
광진구,0.053,66,45
구로구,0.074,77,48
금천구,0.064,62,42
남산,0.083,65,42
노원구,0.052,74,53
도봉구,0.054,69,41
도산대로,0.058,73,48
동대문구,0.073,70,47
동작구,0.066,64,44
동작대로,0.05,67,41
마포구,0.058,64,41
마포아트센터,0.081,69,41
북한산,0.067,57,40
서대문구,0.066,70,36
서울숲,0.059,90,48
서초구,0.062,68,42
성동구,0.069,69,39
성북구,0.057,78,45
세곡,0.052,70,44
송파구,0.055,66,43
시흥대로,0.049,76,46
신촌로,0.052,77,51
양천구,0.065,69,46
영등포구,0.066,62,43
영등포로,0.055,63,43
올림픽공원,0.057,68,47
용산구,0.064,63,43
은평구,0.06,77,54
자연사박물관,0.072,69,47
정릉로,0.047,77,53
종로,0.053,73,48
종로구,0.061,69,46
중구,0.066,60,50
중랑구,0.065,64,40
천호대로,0.052,70,44
청계천로,0.053,77,52
한강대로,0.046,91,46
항동,0.049,66,44
행주,0.051,77,47
홍릉로,0.048,72,49
화랑로,0.044,63,45
강남구,0.056,62,38
강남대로,0.037,72,40
강동구,0.043,61,36
강변북로,0.038,76,44
강북구,0.051,69,45
강서구,0.055,69,41
공항대로,0.044,63,38
관악구,0.055,64,40
관악산,0.088,68,41
광진구,0.047,62,38
구로구,0.08,85,50
금천구,0.056,63,39
남산,0.07,66,41
노원구,0.052,69,43
도봉구,0.048,69,39
도산대로,0.049,76,44
동대문구,0.057,65,38
동작구,0.059,65,41
동작대로,0.044,67,36
마포구,0.047,61,36
마포아트센터,0.066,68,37
북한산,0.06,67,44
서대문구,0.054,68,28
서울숲,0.051,90,40
서초구,0.053,72,39
성동구,0.058,66,34
성북구,0.048,74,36
세곡,0.054,74,42
송파구,0.05,59,35
시흥대로,0.046,71,39
신촌로,0.041,72,43
양천구,0.053,63,38
영등포구,0.053,60,37
영등포로,0.042,62,40
올림픽공원,0.052,64,40
용산구,0.054,63,39
은평구,0.052,76,47
자연사박물관,0.055,67,41
정릉로,0.039,69,45
종로,0.044,67,41
종로구,0.052,63,39
중구,0.054,56,40
중랑구,0.055,61,35
천호대로,0.043,65,38
청계천로,0.044,71,44
한강대로,0.038,84,40
항동,0.044,62,38
행주,0.04,69,38
홍릉로,0.04,68,43
화랑로,0.04,58,39
강남구,0.055,52,32
강남대로,0.038,68,36
강동구,0.044,55,34
강변북로,0.035,67,38
강북구,0.054,62,37
강서구,0.053,61,35
공항대로,0.044,56,32
관악구,0.053,54,32
관악산,0.083,53,29
광진구,0.051,55,34
구로구,0.05,73,43
금천구,0.054,51,32
남산,0.065,57,35
노원구,0.053,61,39
도봉구,0.049,63,35
도산대로,0.048,66,39
동대문구,0.055,60,35
동작구,0.055,57,36
동작대로,0.045,58,33
마포구,0.048,53,32
마포아트센터,0.056,60,33
북한산,0.055,54,35
서대문구,0.054,58,25
서울숲,0.05,73,35
서초구,0.051,64,26
성동구,0.045,54,28
성북구,0.048,68,32
세곡,0.036,71,42
송파구,0.051,57,32
시흥대로,0.043,60,34
신촌로,0.043,64,37
양천구,0.049,58,34
영등포구,0.051,54,33
영등포로,0.041,54,33
올림픽공원,0.053,62,38
용산구,0.054,55,34
은평구,0.051,65,38
자연사박물관,0.059,57,33
정릉로,0.042,62,39
종로,0.045,61,35
종로구,0.055,55,33
중구,0.054,49,35
중랑구,0.056,52,29
천호대로,0.048,59,34
청계천로,0.046,64,38
한강대로,0.038,75,34
항동,0.043,55,32
행주,0.04,59,32
홍릉로,0.041,62,38
화랑로,0.044,53,35
강남구,0.053,48,27
강남대로,0.039,57,32
강동구,0.043,53,30
강변북로,0.041,63,34
강북구,0.047,54,32
강서구,0.053,56,31
공항대로,0.047,49,28
관악구,0.052,49,26
관악산,0.067,43,25
광진구,0.048,51,30
구로구,0.056,62,32
금천구,0.054,46,27
남산,0.059,53,30
노원구,0.049,56,35
도봉구,0.045,55,32
도산대로,0.05,61,35
동대문구,0.053,56,29
동작구,0.052,51,31
동작대로,0.045,51,25
마포구,0.049,46,27
마포아트센터,0.054,55,30
북한산,0.049,50,31
서대문구,0.051,56,21
서울숲,0.05,72,31
서초구,0.051,52,
성동구,0.04,52,24
성북구,0.045,65,29
세곡,0.045,54,30
송파구,0.049,48,26
시흥대로,0.044,53,28
신촌로,0.045,58,32
양천구,0.049,52,30
영등포구,0.051,48,28
