측정소명,오존농도(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
양천구,0.058,28,18
영등포구,0.055,28,20
영등포로,0.037,28,20
올림픽공원,0.051,19,11
용산구,0.038,27,20
은평구,0.05,23,13
자연사박물관,0.065,22,10
정릉로,0.034,29,20
종로,0.037,26,19
종로구,0.048,24,18
중구,0.046,31,18
중랑구,0.045,26,18
천호대로,0.03,31,18
청계천로,0.042,31,19
한강대로,0.023,39,23
항동,0.064,35,17
행주,0.048,29,16
홍릉로,0.038,28,18
화랑로,0.027,29,19
강남구,0.037,23,15
강남대로,0.028,17,8
강동구,0.037,19,15
강변북로,0.026,17,10
강북구,0.044,20,15
강서구,0.039,19,13
공항대로,0.035,25,14
관악구,0.046,21,12
관악산,0.047,17,10
광진구,0.047,21,13
구로구,0.042,13,8
금천구,0.04,19,14
남산,0.044,15,11
노원구,0.045,20,16
도봉구,0.043,19,9
도산대로,0.033,19,10
동대문구,0.045,19,14
동작구,0.035,22,12
동작대로,0.032,21,14
마포구,0.041,19,12
마포아트센터,0.05,15,10
북한산,0.04,15,10
서대문구,0.043,15,12
서울숲,0.043,20,9
서초구,0.039,21,8
성동구,0.044,20,15
성북구,0.044,20,9
세곡,0.038,19,9
송파구,0.044,21,14
시흥대로,0.02,29,18
신촌로,0.013,23,14
양천구,0.042,21,13
영등포구,0.041,20,14
영등포로,0.031,21,15
올림픽공원,0.05,15,9
용산구,0.041,20,14
은평구,0.045,17,10
자연사박물관,0.055,17,7
정릉로,0.032,24,16
종로,0.03,23,15
종로구,0.044,19,14
중구,0.038,24,14
중랑구,0.045,25,15
천호대로,0.035,23,15
청계천로,0.033,25,16
한강대로,0.02,35,18
항동,0.044,25,13
행주,0.041,24,13
홍릉로,0.034,28,16
화랑로,0.024,28,18
강남구,0.04,22,16
강남대로,0.028,15,8
강동구,0.035,18,15
강변북로,0.032,15,11
강북구,0.039,20,15
강서구,0.04,22,17
공항대로,0.042,26,15
관악구,0.044,20,13
관악산,0.044,17,12
광진구,0.046,20,14
구로구,0.044,15,10
금천구,0.034,20,15
남산,0.039,15,11
노원구,0.041,19,15
도봉구,0.039,20,9
도산대로,0.034,17,9
동대문구,0.045,20,15
동작구,0.034,22,12
동작대로,0.033,22,16
마포구,0.044,23,14
마포아트센터,0.052,15,12
북한산,0.034,16,11
서대문구,0.043,13,11
서울숲,0.041,22,8
서초구,0.039,18,9
성동구,0.043,20,17
성북구,0.044,17,9
세곡,0.037,18,10
송파구,0.043,22,16
시흥대로,0.024,26,19
신촌로,0.013,23,14
양천구,0.043,24,13
영등포구,0.046,25,15
영등포로,0.033,25,17
올림픽공원,0.046,15,10
용산구,0.039,20,16
은평구,0.044,16,11
자연사박물관,0.057,16,9
정릉로,0.036,23,16
종로,0.033,22,15
종로구,0.045,19,16
중구,0.038,23,16
중랑구,0.046,22,15
천호대로,0.036,23,15
청계천로,0.041,25,18
한강대로,0.02,37,19
항동,0.044,30,17
행주,0.043,27,17
홍릉로,0.035,23,15
화랑로,0.029,25,17
강남구,0.04,27,18
강남대로,0.027,22,11
강동구,0.032,21,16
강변북로,0.026,20,13
강북구,0.038,25,20
강서구,0.048,31,24
공항대로,0.049,39,23
관악구,0.051,30,19
관악산,0.055,21,15
광진구,0.045,23,15
구로구,0.051,21,13
금천구,0.038,29,22
남산,0.041,19,14
노원구,0.042,22,17
도봉구,0.039,23,11
도산대로,0.032,25,13
동대문구,0.044,23,17
동작구,0.039,30,18
동작대로,0.036,31,21
마포구,0.052,29,18
마포아트센터,0.064,21,17
북한산,0.034,20,13
서대문구,0.048,21,17
서울숲,0.04,24,11
서초구,0.041,27,14
성동구,0.043,25,18
성북구,0.041,28,13
세곡,0.035,23,12
송파구,0.039,26,18
시흥대로,0.021,38,25
신촌로,0.016,33,21
양천구,0.053,31,22
영등포구,0.055,31,22
영등포로,0.039,33,24
올림픽공원,0.04,17,11
용산구,0.039,26,19
은평구,0.049,23,16
자연사박물관,0.066,23,13
정릉로,0.032,27,20
종로,0.031,27,20
종로구,0.046,23,19
중구,0.043,34,22
중랑구,0.043,24,16
천호대로,0.028,28,16
청계천로,0.039,31,21
한강대로,0.021,46,25
항동,0.052,38,22
행주,0.056,38,24
홍릉로,0.032,26,18
화랑로,0.023,28,19
강남구,0.042,28,18
강남대로,0.025,21,11
강동구,0.032,24,17
강변북로,0.024,22,14
강북구,0.044,27,21
강서구,0.053,32,24
공항대로,0.045,41,25
관악구,0.058,28,18
관악산,0.06,21,14
광진구,0.04,27,16
구로구,0.059,25,19
금천구,0.049,29,20
남산,0.05,20,14
노원구,0.039,24,18
도봉구,0.043,27,12
도산대로,0.034,26,14
동대문구,0.048,25,19
동작구,0.042,29,17
동작대로,0.037,34,21
마포구,0.051,29,19
마포아트센터,0.064,20,16
북한산,0.039,22,14
서대문구,0.049,21,17
서울숲,0.042,24,12
서초구,0.044,28,14
성동구,0.045,26,20
성북구,0.044,25,14
세곡,0.036,23,12
송파구,0.044,27,17
시흥대로,0.03,39,25
신촌로,0.016,30,19
양천구,0.058,34,23
영등포구,0.049,28,22
영등포로,0.038,32,22
올림픽공원,0.046,19,12
용산구,0.045,26,19
은평구,0.051,27,16
자연사박물관,0.067,24,12
정릉로,0.03,31,21
종로,0.034,29,20
종로구,0.049,25,20
중구,0.044,32,21
중랑구,0.045,26,18
천호대로,0.029,28,16
청계천로,0.039,31,21
한강대로,0.024,44,25
항동,0.062,45,25
행주,0.056,38,24
홍릉로,0.034,29,19
화랑로,0.023,31,21
강남구,0.034,28,14
강남대로,0.021,20,9
강동구,0.027,21,14
강변북로,0.023,18,10
강북구,0.031,21,14
강서구,0.039,24,17
공항대로,0.034,34,17
관악구,0.051,27,15
관악산,0.052,18,11
광진구,0.033,19,12
구로구,0.048,21,14
금천구,0.039,24,17
남산,0.04,17,10
노원구,0.02,20,14
도봉구,0.031,17,8
도산대로,0.027,23,10
동대문구,0.039,20,14
동작구,0.037,27,14
동작대로,0.028,28,18
마포구,0.042,26,13
마포아트센터,0.051,16,13
북한산,0.027,16,8
서대문구,0.038,14,11
서울숲,0.036,19,9
서초구,0.037,23,11
성동구,0.038,21,15
성북구,0.034,19,8
세곡,0.031,21,11
송파구,0.034,24,16
시흥대로,0.023,34,22
신촌로,0.011,26,15
양천구,0.044,26,16
영등포구,0.044,27,17
영등포로,0.032,28,18
올림픽공원,0.035,16,9
용산구,0.036,22,15
은평구,0.037,18,10
자연사박물관,0.052,17,5
정릉로,0.024,24,15
종로,0.025,25,15
종로구,0.04,20,14
중구,0.033,28,16
중랑구,0.039,22,12
천호대로,0.022,29,14
청계천로,0.031,27,16
한강대로,0.017,42,20
항동,0.047,31,17
행주,0.043,28,15
홍릉로,0.028,24,14
화랑로,0.017,25,15
강남구,0.029,20,12
강남대로,0.018,18,9
강동구,0.024,17,12
강변북로,0.013,17,9
강북구,0.033,21,14
강서구,0.031,20,14
공항대로,0.026,36,16
관악구,0.038,25,14
관악산,0.055,17,12
광진구,0.028,18,10
구로구,0.04,18,11
금천구,0.033,25,19
남산,0.034,15,9
노원구,0.031,20,13
도봉구,0.033,18,8
도산대로,0.024,19,7
동대문구,0.034,20,13
동작구,0.031,25,13
동작대로,0.023,25,15
마포구,0.036,23,12
마포아트센터,0.044,15,10
북한산,0.027,19,8
서대문구,0.033,12,9
서울숲,0.028,14,5
서초구,0.031,20,9
성동구,0.034,18,12
성북구,0.03,18,9
세곡,0.026,22,9
송파구,0.03,22,13
시흥대로,0.014,32,20
신촌로,0.009,25,13
양천구,0.037,24,14
영등포구,0.036,25,16
영등포로,0.026,25,15
올림픽공원,0.031,14,8
용산구,0.029,20,12
은평구,0.034,15,9
자연사박물관,0.044,15,6
정릉로,0.024,23,14
종로,0.018,26,14
종로구,0.033,19,13
중구,0.026,26,16
중랑구,0.035,19,11
천호대로,0.022,23,13
청계천로,0.023,26,15
한강대로,0.013,37,18
항동,0.037,29,15
행주,0.042,30,16
홍릉로,0.025,23,13
화랑로,0.018,26,15
강남구,0.033,19,11
강남대로,0.017,17,6
강동구,0.02,14,8
강변북로,0.014,17,8
강북구,0.03,20,13
강서구,0.027,20,13
공항대로,0.023,29,13
관악구,0.038,18,10
관악산,0.051,15,9
광진구,0.032,16,9
구로구,0.04,13,8
금천구,0.028,21,15
남산,0.04,14,8
노원구,0.031,16,10
도봉구,0.03,19,7
도산대로,0.026,18,8
동대문구,0.036,17,12
동작구,0.029,21,10
동작대로,0.023,21,12
마포구,0.029,21,11
마포아트센터,0.04,13,9
북한산,0.027,18,7
서대문구,0.034,13,9
서울숲,0.02,15,5
서초구,0.029,16,6
성동구,0.034,18,12
성북구,0.031,17,7
세곡,0.026,19,6
송파구,0.032,19,11
시흥대로,0.015,26,15
신촌로,0.009,24,14
양천구,0.033,20,12
영등포구,0.031,19,12
영등포로,0.022,21,12
올림픽공원,0.031,13,5
용산구,0.026,19,10
은평구,0.033,16,9
자연사박물관,0.041,15,5
정릉로,0.019,21,13
종로,0.02,22,13
종로구,0.034,17,13
중구,0.028,22,13
중랑구,0.034,17,10
천호대로,0.023,21,10
청계천로,0.024,23,13
한강대로,0.015,28,15
항동,0.034,25,11
행주,0.031,26,13
홍릉로,0.024,22,13
화랑로,0.022,21,13
강남구,0.024,15,8
강남대로,0.016,11,4
강동구,0.021,11,8
강변북로,0.015,12,6
강북구,0.023,14,8
강서구,0.022,12,9
공항대로,0.018,20,8
관악구,0.031,14,8
관악산,0.038,10,5
광진구,0.024,13,7
구로구,0.031,7,6
금천구,0.02,15,9
남산,0.029,10,7
노원구,0.03,12,7
도봉구,0.023,14,3
도산대로,0.017,10,5
동대문구,0.028,13,8
동작구,0.023,16,8
동작대로,0.019,17,9
마포구,0.025,13,7
마포아트센터,0.033,8,5
북한산,0.021,12,4
서대문구,0.024,7,5
서울숲,0.02,12,2
서초구,0.023,11,3
성동구,0.025,15,9
성북구,0.028,12,4
세곡,0.022,14,4
송파구,0.026,15,9
시흥대로,0.014,20,12
신촌로,0.009,15,9
양천구,0.024,15,9
영등포구,0.023,14,9
영등포로,0.016,16,9
올림픽공원,0.028,9,3
용산구,0.023,13,8
은평구,0.024,10,6
자연사박물관,0.032,9,2
정릉로,0.02,16,9
종로,0.019,15,8
종로구,0.027,13,9
중구,0.022,15,9
중랑구,0.03,14,7
천호대로,0.021,16,9
청계천로,0.022,16,10
한강대로,0.013,22,11
항동,0.018,19,9
행주,0.02,18,8
홍릉로,0.021,16,9
화랑로,0.018,17,9
강남구,0.038,12,7
강남대로,0.028,8,3
강동구,0.028,9,7
강변북로,0.029,9,5
강북구,0.03,14,8
강서구,0.043,12,9
공항대로,0.043,18,9
관악구,0.044,12,7
관악산,0.043,10,5
광진구,0.034,11,6
구로구,0.045,7,5
금천구,0.037,14,10
남산,0.04,8,5
노원구,0.042,10,6
도봉구,0.033,13,3
도산대로,0.028,5,4
동대문구,0.041,11,8
동작구,0.031,14,7
동작대로,0.034,14,8
마포구,0.044,15,7
마포아트센터,0.053,8,5
북한산,0.028,9,4
서대문구,0.039,7,6
서울숲,0.038,12,1
서초구,0.038,13,3
성동구,0.04,12,8
성북구,0.037,10,4
세곡,0.035,11,3
송파구,0.04,14,7
시흥대로,0.026,15,12
신촌로,0.014,15,8
양천구,0.044,15,9
영등포구,0.045,14,8
영등포로,0.037,14,8
올림픽공원,0.042,7,3
용산구,0.039,12,8
은평구,0.043,9,7
자연사박물관,0.052,9,3
정릉로,0.031,17,8
종로,0.034,15,8
종로구,0.043,11,9
중구,0.039,15,8
중랑구,0.039,12,7
천호대로,0.033,14,8
청계천로,0.039,15,10
한강대로,0.022,27,12
항동,0.038,16,8
행주,0.043,17,8
홍릉로,0.031,13,8
화랑로,0.024,15,9
강남구,0.029,17,8
강남대로,0.027,12,6
강동구,0.022,13,8
강변북로,0.024,11,5
강북구,0.027,14,9
강서구,0.033,16,10
공항대로,0.029,26,8
관악구,0.042,18,9
관악산,0.045,12,6
광진구,0.027,14,8
구로구,0.04,12,9
금천구,0.03,21,13
남산,0.032,10,6
노원구,0.033,13,8
도봉구,0.026,14,4
도산대로,0.022,7,5
동대문구,0.031,14,9
동작구,0.028,20,9
동작대로,0.03,21,12
마포구,0.033,17,8
마포아트센터,0.041,10,7
북한산,0.024,11,6
서대문구,0.033,7,6
서울숲,0.033,14,2
서초구,0.035,18,7
성동구,0.035,14,9
성북구,0.027,14,4
세곡,0.033,16,6
송파구,0.037,18,10
시흥대로,0.021,24,15
신촌로,0.011,17,9
양천구,0.033,21,10
영등포구,0.033,18,11
영등포로,0.025,20,12
올림픽공원,0.035,10,5
용산구,0.032,15,9
은평구,0.033,11,7
자연사박물관,0.042,10,3
정릉로,0.02,18,10
종로,0.024,15,8
종로구,0.033,13,9
중구,0.028,17,9
중랑구,0.031,16,8
천호대로,0.023,19,9
청계천로,0.028,16,11
한강대로,0.015,33,14
항동,0.026,18,10
행주,0.032,19,8
홍릉로,0.023,17,9
화랑로,0.016,18,11
강남구,0.034,20,11
강남대로,0.029,18,7
강동구,0.022,15,10
강변북로,0.02,15,6
강북구,0.036,19,12
강서구,0.042,19,13
공항대로,0.039,28,13
관악구,0.048,20,11
관악산,0.061,16,10
광진구,0.031,17,9
구로구,0.047,16,9
금천구,0.047,23,16
남산,0.042,16,9
노원구,0.037,18,10
도봉구,0.033,18,6
도산대로,0.024,9,7
동대문구,0.039,17,11
동작구,0.024,24,12
동작대로,0.032,25,14
마포구,0.042,21,11
마포아트센터,0.052,13,9
북한산,0.036,13,7
서대문구,0.042,11,8
서울숲,0.032,15,3
서초구,0.036,20,6
성동구,0.036,20,11
성북구,0.036,19,7
세곡,0.033,18,7
송파구,0.037,20,11
시흥대로,0.029,29,16
신촌로,0.013,22,12
양천구,0.042,22,13
영등포구,0.043,21,13
영등포로,0.032,22,13
올림픽공원,0.037,13,6
용산구,0.036,18,11
은평구,0.042,14,8
자연사박물관,0.054,14,5
정릉로,0.027,22,12
종로,0.03,22,11
종로구,0.041,17,11
중구,0.037,22,13
중랑구,0.035,22,10
천호대로,0.02,26,11
청계천로,0.035,24,12
한강대로,0.018,30,14
항동,0.046,26,14
행주,0.045,24,12
홍릉로,0.028,20,12
화랑로,0.021,24,13
강남구,0.026,24,12
강남대로,0.019,18,7
강동구,0.021,19,14
강변북로,0.018,18,8
강북구,0.03,19,12
강서구,0.022,17,10
공항대로,0.02,25,11
관악구,0.033,20,10
관악산,0.035,18,8
광진구,0.028,21,12
구로구,0.031,13,8
금천구,0.023,18,12
남산,0.032,15,8
노원구,0.036,19,11
도봉구,0.03,20,6
도산대로,0.018,12,7
동대문구,0.031,20,12
동작구,0.025,22,11
동작대로,0.021,23,13
마포구,0.023,18,9
마포아트센터,0.036,15,8
북한산,0.029,16,9
서대문구,0.032,12,8
서울숲,0.025,17,5
서초구,0.026,22,8
성동구,0.03,20,13
성북구,0.031,19,8
세곡,0.025,21,8
송파구,0.03,23,13
시흥대로,0.019,25,14
신촌로,0.008,23,11
양천구,0.022,22,11
영등포구,0.027,21,11
영등포로,0.018,22,12
올림픽공원,0.028,16,7
용산구,0.028,19,12
은평구,0.032,19,9
자연사박물관,0.041,16,4
정릉로,0.02,21,12
종로,0.023,21,12
종로구,0.031,20,12
중구,0.027,23,13
중랑구,0.033,23,11
천호대로,0.017,26,13
청계천로,0.027,23,14
한강대로,0.013,30,14
항동,0.023,21,10
행주,0.026,21,8
홍릉로,0.021,24,14
화랑로,0.018,25,13
강남구,0.024,26,14
강남대로,0.016,16,6
강동구,0.02,23,16
강변북로,0.013,21,9
강북구,0.025,26,17
강서구,0.016,19,11
공항대로,0.016,24,11
관악구,0.027,19,9
관악산,0.03,15,7
광진구,0.026,24,14
구로구,0.026,11,7
금천구,0.016,21,12
남산,0.026,17,8
노원구,0.032,24,15
도봉구,0.026,26,10
도산대로,0.012,13,7
동대문구,0.029,25,17
동작구,0.019,22,10
동작대로,0.016,23,12
마포구,0.022,19,9
마포아트센터,0.028,17,8
북한산,0.021,23,11
서대문구,0.022,15,10
서울숲,0.021,20,6
서초구,0.024,23,6
성동구,0.026,23,15
성북구,0.025,25,12
세곡,0.024,19,6
송파구,0.026,22,12
시흥대로,0.014,23,13
신촌로,0.006,25,12
양천구,0.018,21,10
영등포구,0.021,19,11
영등포로,0.014,21,11
올림픽공원,0.031,16,8
용산구,0.021,23,15
은평구,0.02,19,10
자연사박물관,0.029,16,5
정릉로,0.016,28,17
종로,0.017,24,15
종로구,0.025,24,17
중구,0.019,27,15
중랑구,0.032,27,14
천호대로,0.021,28,15
청계천로,0.019,28,17
한강대로,0.008,42,20
항동,0.017,21,9
행주,0.018,24,11
홍릉로,0.018,32,17
화랑로,0.012,33,19
강남구,0.027,36,22
강남대로,0.019,28,14
강동구,0.028,31,23
강변북로,0.017,30,15
강북구,0.031,34,23
강서구,0.029,28,18
공항대로,0.025,35,16
관악구,0.038,30,17
관악산,0.046,25,15
광진구,0.036,32,20
구로구,0.046,22,14
금천구,0.023,33,21
남산,0.036,29,19
노원구,0.042,33,22
도봉구,0.035,33,17
도산대로,0.019,25,16
동대문구,0.038,33,24
동작구,0.03,33,18
동작대로,0.025,33,22
마포구,0.03,31,18
마포아트센터,0.041,25,19
북한산,0.027,31,17
서대문구,0.029,25,18
서울숲,0.026,28,13
서초구,0.032,30,16
성동구,0.034,31,23
성북구,0.037,35,18
세곡,0.03,30,15
송파구,0.036,34,22
시흥대로,0.021,37,23
신촌로,0.012,37,21
양천구,0.029,31,17
영등포구,0.03,30,20
영등포로,0.019,32,18
올림픽공원,0.039,25,16
용산구,0.029,31,21
은평구,0.026,34,19
자연사박물관,0.039,30,15
정릉로,0.024,37,24
종로,0.023,35,24
종로구,0.032,33,22
중구,0.023,41,25
중랑구,0.045,37,23
천호대로,0.03,36,23
청계천로,0.026,41,27
한강대로,0.012,47,24
항동,0.024,36,18
행주,0.023,34,18
홍릉로,0.025,39,24
화랑로,0.023,42,25
강남구,0.043,30,18
강남대로,0.03,26,14
강동구,0.034,24,18
강변북로,0.026,27,13
강북구,0.041,29,21
강서구,0.044,37,26
공항대로,0.041,38,23
관악구,0.051,33,21
관악산,0.063,29,19
광진구,0.042,27,16
구로구,0.026,30,23
금천구,0.034,35,26
남산,0.051,24,18
노원구,0.04,27,18
도봉구,0.044,27,14
도산대로,0.028,20,14
동대문구,0.049,28,21
동작구,0.04,34,20
동작대로,0.035,31,21
마포구,0.049,32,19
마포아트센터,0.053,22,19
북한산,0.034,29,17
서대문구,0.047,22,18
서울숲,0.041,25,11
서초구,0.042,28,16
성동구,0.047,27,21
성북구,0.048,29,23
세곡,0.047,24,13
송파구,0.044,27,18
시흥대로,0.023,44,30
신촌로,0.022,32,21
양천구,0.044,36,24
영등포구,0.044,34,24
영등포로,0.036,34,22
올림픽공원,0.045,24,13
용산구,0.045,29,20
은평구,0.043,27,18
자연사박물관,0.056,25,16
정릉로,0.041,31,21
종로,0.035,29,20
종로구,0.05,27,19
중구,0.039,33,20
중랑구,0.053,28,18
천호대로,0.036,31,19
청계천로,0.04,34,23
한강대로,0.021,41,22
항동,0.039,45,25
행주,0.048,39,26
홍릉로,0.037,33,21
화랑로,0.031,32,20
강남구,0.05,37,23
강남대로,0.038,28,15
강동구,0.036,31,23
강변북로,0.04,27,14
강북구,0.038,35,26
강서구,0.042,31,21
공항대로,0.049,31,17
관악구,0.056,31,20
관악산,0.061,17,14
광진구,0.046,33,21
구로구,0.057,23,20
금천구,0.041,31,23
남산,0.052,26,18
노원구,0.037,32,21
도봉구,0.043,30,18
도산대로,0.035,24,18
동대문구,0.052,30,23
동작구,0.046,35,21
동작대로,0.048,31,19
마포구,0.049,30,20
마포아트센터,0.055,23,18
북한산,0.03,32,18
서대문구,0.047,25,20
서울숲,0.043,27,13
서초구,0.052,28,16
성동구,0.049,31,24
성북구,0.05,31,18
세곡,0.043,28,16
송파구,0.051,31,21
시흥대로,0.04,36,24
신촌로,0.023,36,22
양천구,0.045,35,23
영등포구,0.052,32,23
영등포로,0.041,34,22
올림픽공원,0.053,25,18
용산구,0.048,29,22
은평구,0.044,28,20
자연사박물관,0.055,27,18
정릉로,0.043,34,23
종로,0.041,32,21
종로구,0.05,31,20
중구,0.04,36,24
중랑구,0.054,35,22
천호대로,0.045,37,22
청계천로,0.05,33,24
한강대로,0.022,36,21
항동,0.045,43,23
행주,0.042,35,22
홍릉로,0.039,34,23
화랑로,0.042,33,21
강남구,0.044,26,17
강남대로,0.028,23,13
강동구,0.034,22,18
강변북로,0.03,21,13
강북구,0.039,26,20
강서구,0.047,24,19
공항대로,0.047,27,16
관악구,0.052,26,17
관악산,0.059,24,17
광진구,0.041,23,16
구로구,0.053,20,18
금천구,0.039,25,19
남산,0.047,22,15
노원구,0.038,24,17
도봉구,0.041,27,14
도산대로,0.03,18,14
동대문구,0.048,24,18
동작구,0.038,28,17
동작대로,0.038,29,19
마포구,0.049,24,16
마포아트센터,0.051,18,16
북한산,0.035,23,16
서대문구,0.044,20,17
서울숲,0.037,24,11
서초구,0.041,24,15
성동구,0.042,24,19
성북구,0.046,26,15
세곡,0.036,24,12
송파구,0.043,25,17
시흥대로,0.037,31,22
신촌로,0.019,29,19
양천구,0.047,27,18
영등포구,0.048,25,19
영등포로,0.036,27,20
올림픽공원,0.045,19,13
용산구,0.043,24,17
은평구,0.045,24,17
자연사박물관,0.052,23,17
정릉로,0.036,28,20
종로,0.038,25,18
종로구,0.047,23,16
중구,0.04,27,18
중랑구,0.051,26,18
천호대로,0.038,29,17
청계천로,0.045,28,20
한강대로,0.02,32,19
항동,0.045,31,18
행주,0.044,27,17
홍릉로,0.034,30,20
화랑로,0.036,27,18
강남구,0.033,17,10
강남대로,0.021,13,6
강동구,0.03,15,10
강변북로,0.019,18,7
강북구,0.028,19,11
강서구,0.03,17,11
공항대로,0.027,21,11
관악구,0.037,17,10
관악산,0.044,13,9
광진구,0.036,16,9
구로구,0.035,13,9
금천구,0.028,16,11
남산,0.033,13,8
노원구,0.031,17,10
도봉구,0.033,17,6
도산대로,0.022,10,7
동대문구,0.036,18,12
동작구,0.029,19,9
동작대로,0.024,19,11
마포구,0.031,17,9
마포아트센터,0.034,12,8
북한산,0.027,16,8
