측정소명,미세먼지(㎍/㎥),오존(ppm),일산화탄소농도(ppm),초미세먼지(㎍/㎥)
관악구,51,0.025,0.5,18
금천구,46,0.022,0.5,20
양천구,54,0.024,0.5,22
강남구,45,0.029,0.5,22
서초구,57,0.034,0.3,24
송파구,50,0.027,0.5,20
강동구,52,0.026,0.4,23
중구,40,0.036,0.4,24
종로구,43,0.038,0.4,23
용산구,53,0.041,0.4,21
은평구,46,0.04,0.2,18
서대문구,53,0.042,0.6,20
마포구,42,0.033,0.4,20
광진구,50,0.038,0.4,19
성동구,41,0.046,0.3,23
중랑구,48,0.035,0.4,23
동대문구,41,0.041,0.4,18
성북구,48,0.041,0.5,21
도봉구,47,0.044,0.4,22
강북구,56,0.042,0.4,27
노원구,53,0.035,0.4,28
강서구,48,0.04,0.3,21
구로구,52,0.048,0.3,17
영등포구,42,0.038,0.3,20
동작구,55,0.032,0.3,26
관악구,45,0.036,0.4,20
금천구,43,0.033,0.4,23
양천구,50,0.034,0.4,23
강남구,40,0.042,0.4,23
서초구,45,0.047,0.2,20
송파구,46,0.04,0.4,23
강동구,48,0.04,0.4,25
중구,63,0.035,0.4,33
종로구,67,0.036,0.4,29
용산구,67,0.04,0.5,25
은평구,80,0.037,0.3,32
서대문구,87,0.04,0.7,32
마포구,58,0.031,0.5,28
광진구,79,0.035,0.5,32
성동구,67,0.041,0.4,29
중랑구,67,0.034,0.5,26
동대문구,61,0.037,0.5,25
성북구,77,0.038,0.6,29
도봉구,74,0.041,0.5,31
강북구,71,0.042,0.4,26
노원구,76,0.032,0.5,31
강서구,69,0.036,0.4,28
구로구,88,0.045,0.3,31
영등포구,62,0.036,0.4,27
동작구,80,0.033,0.4,33
관악구,63,0.036,0.5,23
금천구,63,0.033,0.4,30
양천구,75,0.032,0.4,32
강남구,60,0.04,0.5,30
서초구,83,0.047,0.3,33
송파구,63,0.034,0.5,25
강동구,69,0.037,0.4,29
중구,54,0.028,0.5,38
종로구,55,0.029,0.6,32
용산구,53,0.033,0.6,28
은평구,61,0.037,0.4,34
서대문구,65,0.035,0.8,36
마포구,50,0.03,0.5,32
광진구,57,0.028,0.6,33
성동구,53,0.035,0.5,30
중랑구,52,0.026,0.6,26
동대문구,51,0.032,0.5,27
성북구,60,0.03,0.7,30
도봉구,49,0.035,0.6,29
강북구,54,0.033,0.5,29
노원구,54,0.025,0.6,30
강서구,62,0.031,0.5,34
구로구,70,0.043,0.4,37
영등포구,54,0.033,0.5,33
동작구,60,0.028,0.5,34
관악구,54,0.031,0.6,27
금천구,53,0.03,0.5,33
양천구,63,0.028,0.5,37
강남구,49,0.035,0.5,33
서초구,62,0.041,0.4,39
송파구,49,0.029,0.5,26
강동구,53,0.029,0.5,29
중구,36,0.026,0.5,29
종로구,40,0.028,0.5,27
용산구,39,0.032,0.4,24
은평구,38,0.035,0.3,22
서대문구,42,0.033,0.7,24
마포구,36,0.025,0.5,25
광진구,38,0.028,0.5,22
성동구,35,0.033,0.4,25
중랑구,35,0.027,0.4,22
동대문구,35,0.029,0.5,21
성북구,43,0.029,0.6,24
도봉구,35,0.034,0.5,23
강북구,39,0.031,0.4,26
노원구,39,0.027,0.5,27
강서구,46,0.026,0.5,27
구로구,45,0.039,0.3,24
영등포구,37,0.028,0.5,24
동작구,43,0.028,0.4,29
관악구,46,0.029,0.5,24
금천구,38,0.026,0.4,26
양천구,42,0.025,0.5,28
강남구,33,0.031,0.4,26
서초구,37,0.035,0.3,26
송파구,38,0.03,0.5,24
강동구,38,0.029,0.4,27
중구,63,0.04,0.5,35
종로구,64,0.037,0.5,30
용산구,73,0.041,0.5,31
은평구,83,0.047,0.3,32
서대문구,90,0.048,0.6,32
마포구,63,0.034,0.5,28
광진구,82,0.041,0.5,35
성동구,66,0.044,0.5,31
중랑구,75,0.044,0.5,31
동대문구,64,0.045,0.5,29
성북구,86,0.048,0.5,31
도봉구,81,0.055,0.5,37
강북구,84,0.048,0.4,38
노원구,79,0.045,0.5,35
강서구,71,0.042,0.5,27
구로구,89,0.05,0.3,31
영등포구,64,0.035,0.5,29
동작구,82,0.034,0.4,36
관악구,69,0.035,0.5,27
금천구,63,0.034,0.5,30
양천구,71,0.035,0.5,30
강남구,62,0.041,0.5,33
서초구,82,0.048,0.3,34
송파구,69,0.034,0.6,32
강동구,72,0.045,0.4,33
중구,45,0.02,0.5,29
종로구,47,0.021,0.6,27
용산구,50,0.021,0.6,24
은평구,50,0.03,0.4,26
서대문구,54,0.029,0.8,27
마포구,44,0.02,0.5,26
광진구,54,0.018,0.6,27
성동구,47,0.021,0.5,27
중랑구,50,0.022,0.6,25
동대문구,45,0.023,0.6,23
성북구,52,0.025,0.6,24
도봉구,46,0.035,0.5,26
강북구,52,0.032,0.5,27
노원구,51,0.021,0.5,27
강서구,53,0.023,0.5,26
구로구,62,0.03,0.4,28
영등포구,46,0.024,0.5,27
동작구,57,0.019,0.5,32
관악구,47,0.02,0.6,24
금천구,44,0.015,0.5,26
양천구,51,0.022,0.5,29
강남구,45,0.021,0.6,30
서초구,54,0.027,0.4,32
송파구,49,0.018,0.6,26
강동구,51,0.019,0.5,26
중구,48,0.022,0.5,32
종로구,51,0.02,0.6,28
용산구,50,0.025,0.5,25
은평구,56,0.028,0.4,30
서대문구,59,0.026,0.8,30
마포구,48,0.02,0.6,28
광진구,54,0.019,0.6,29
성동구,49,0.024,0.5,27
중랑구,51,0.021,0.6,26
동대문구,45,0.021,0.6,23
성북구,54,0.019,0.6,25
도봉구,48,0.028,0.6,27
강북구,53,0.027,0.5,28
노원구,50,0.02,0.6,27
강서구,54,0.027,0.5,24
구로구,68,0.033,0.4,31
영등포구,50,0.024,0.5,27
동작구,60,0.023,0.5,33
관악구,52,0.025,0.6,25
금천구,49,0.022,0.5,27
양천구,57,0.024,0.5,30
강남구,48,0.023,0.6,32
서초구,60,0.03,0.4,36
송파구,49,0.02,0.6,26
강동구,50,0.019,0.5,26
중구,37,0.028,0.4,18
종로구,38,0.027,0.4,17
용산구,41,0.033,0.4,15
은평구,41,0.033,0.3,13
서대문구,43,0.033,0.7,15
마포구,39,0.025,0.5,16
광진구,39,0.027,0.5,15
성동구,37,0.037,0.4,16
중랑구,40,0.029,0.4,16
동대문구,37,0.032,0.4,13
성북구,43,0.032,0.5,16
도봉구,40,0.036,0.5,14
강북구,40,0.033,0.4,15
노원구,42,0.027,0.4,17
강서구,43,0.031,0.4,15
구로구,51,0.039,0.3,17
영등포구,38,0.03,0.4,15
동작구,49,0.023,0.4,20
관악구,41,0.027,0.5,14
금천구,40,0.024,0.4,18
양천구,45,0.027,0.4,17
강남구,36,0.031,0.4,17
서초구,43,0.035,0.3,18
송파구,39,0.028,0.4,15
강동구,39,0.029,0.4,16
중구,28,0.035,0.3,8
종로구,29,0.033,0.3,8
용산구,35,0.035,0.3,7
은평구,38,0.038,0.2,5
서대문구,40,0.038,0.4,6
마포구,31,0.028,0.3,7
광진구,33,0.031,0.4,4
성동구,28,0.038,0.3,8
중랑구,31,0.031,0.3,7
동대문구,26,0.033,0.3,5
성북구,35,0.036,0.4,5
도봉구,31,0.039,0.3,6
강북구,37,0.04,0.3,8
노원구,35,0.031,0.3,9
강서구,34,0.034,0.3,7
구로구,42,0.041,0.2,7
영등포구,31,0.03,0.3,7
동작구,39,0.03,0.3,9
관악구,33,0.029,0.3,6
금천구,30,0.03,0.3,8
양천구,37,0.031,0.3,7
강남구,29,0.035,0.3,8
서초구,33,0.04,0.2,8
송파구,31,0.032,0.4,7
강동구,31,0.033,0.3,8
중구,41,0.029,0.4,23
종로구,41,0.028,0.5,21
용산구,40,0.029,0.5,20
은평구,48,0.034,0.3,24
서대문구,50,0.035,0.6,25
마포구,38,0.025,0.5,21
광진구,42,0.029,0.6,22
성동구,38,0.029,0.4,20
중랑구,39,0.03,0.4,20
동대문구,34,0.031,0.5,17
성북구,39,0.032,0.4,16
도봉구,37,0.038,0.4,19
강북구,39,0.035,0.4,19
노원구,40,0.03,0.4,21
강서구,45,0.03,0.4,24
구로구,55,0.038,0.3,26
영등포구,40,0.028,0.5,22
동작구,48,0.026,0.4,28
관악구,41,0.028,0.5,19
금천구,40,0.026,0.5,23
양천구,46,0.026,0.5,26
강남구,40,0.028,0.5,26
서초구,50,0.036,0.3,33
송파구,37,0.026,0.5,20
강동구,37,0.031,0.4,20
중구,49,0.027,0.6,37
종로구,51,0.027,0.6,32
용산구,50,0.034,0.5,30
은평구,45,0.044,0.4,27
서대문구,50,0.04,0.7,32
마포구,46,0.024,0.4,29
광진구,52,0.027,0.6,32
성동구,48,0.033,0.5,31
중랑구,54,0.037,0.5,32
동대문구,46,0.03,0.6,28
성북구,51,0.031,0.6,31
도봉구,47,0.039,0.6,31
강북구,52,0.038,0.5,32
노원구,53,0.031,0.6,33
강서구,56,0.027,0.6,29
구로구,64,0.033,0.4,31
영등포구,50,0.025,0.6,31
동작구,54,0.02,0.6,32
관악구,52,0.023,0.6,28
금천구,42,0.024,0.6,27
양천구,55,0.023,0.6,33
강남구,50,0.03,0.6,35
서초구,56,0.033,0.4,38
송파구,51,0.027,0.6,32
강동구,53,0.031,0.5,33
중구,44,0.023,0.6,33
종로구,47,0.025,0.6,31
용산구,53,0.029,0.6,30
은평구,48,0.039,0.4,28
서대문구,51,0.035,0.7,29
마포구,47,0.024,0.3,30
광진구,54,0.025,0.6,31
성동구,48,0.03,0.5,31
중랑구,52,0.031,0.5,29
동대문구,44,0.027,0.5,26
성북구,53,0.029,0.6,27
도봉구,43,0.038,0.6,26
강북구,49,0.035,0.5,31
노원구,51,0.026,0.6,31
강서구,53,0.031,0.5,29
구로구,62,0.039,0.4,30
영등포구,47,0.019,0.5,29
동작구,54,0.024,0.5,31
관악구,49,0.028,0.6,27
금천구,48,0.026,0.6,32
양천구,54,0.026,0.6,33
강남구,48,0.027,0.6,34
서초구,53,0.034,0.4,33
송파구,50,0.026,0.6,30
강동구,55,0.027,0.5,34
중구,53,0.025,0.6,39
종로구,55,0.025,0.6,35
용산구,60,0.027,0.6,34
은평구,56,0.034,0.4,32
서대문구,60,0.039,0.8,33
마포구,54,0.024,0.4,35
광진구,62,0.019,0.7,36
성동구,56,0.026,0.6,35
중랑구,58,0.027,0.6,32
동대문구,51,0.025,0.4,29
성북구,56,0.027,0.6,30
도봉구,52,0.036,0.6,31
강북구,57,0.034,0.5,34
노원구,59,0.027,0.6,34
강서구,68,0.03,0.6,35
구로구,76,0.033,0.4,36
영등포구,56,0.026,0.4,36
동작구,68,0.022,0.5,38
관악구,59,0.024,0.6,34
금천구,57,0.022,0.6,37
양천구,64,0.027,0.6,39
강남구,55,0.024,0.6,39
서초구,66,0.031,0.5,41
송파구,58,0.021,0.6,36
강동구,59,0.02,0.6,37
중구,44,0.028,0.5,30
종로구,46,0.028,0.5,28
용산구,50,0.034,0.5,26
은평구,50,0.04,0.3,25
서대문구,55,0.038,0.7,29
마포구,45,0.027,0.3,27
광진구,52,0.029,0.5,26
성동구,45,0.035,0.5,27
중랑구,52,0.04,0.5,26
동대문구,43,0.032,0.4,22
성북구,50,0.032,0.6,24
도봉구,45,0.043,0.5,25
강북구,49,0.04,0.4,27
노원구,49,0.031,0.5,27
강서구,54,0.031,0.5,28
구로구,62,0.04,0.4,28
영등포구,45,0.03,0.4,27
동작구,52,0.027,0.4,29
관악구,48,0.031,0.5,26
금천구,45,0.027,0.5,28
양천구,53,0.027,0.5,31
강남구,43,0.036,0.5,29
서초구,52,0.041,0.3,31
송파구,47,0.031,0.5,26
강동구,49,0.033,0.5,29
중구,37,0.035,0.4,18
종로구,41,0.034,0.4,17
용산구,42,0.041,0.4,16
은평구,44,0.041,0.3,18
서대문구,44,0.042,0.4,18
마포구,36,0.032,0.3,15
광진구,42,0.033,0.4,17
성동구,37,0.042,0.3,16
중랑구,0,0,0,0
동대문구,37,0.036,0.3,12
성북구,40,0.037,0.3,14
도봉구,38,0.04,0.4,15
강북구,42,0.039,0.3,18
노원구,42,0.032,0.4,17
강서구,39,0.038,0.3,15
구로구,49,0.047,0.3,17
영등포구,36,0.037,0.3,15
동작구,48,0.029,0.3,18
관악구,41,0.035,0.4,15
금천구,38,0.033,0.4,17
양천구,41,0.033,0.4,16
강남구,37,0.04,0.4,17
서초구,45,0.044,0.3,21
송파구,40,0.036,0.4,16
강동구,41,0.037,0.3,17
중구,47,0.033,0.5,18
종로구,53,0.03,0.5,17
용산구,54,0.039,0.4,15
은평구,59,0.043,0.4,19
서대문구,62,0.043,0.6,20
마포구,48,0.034,0.3,15
광진구,57,0.024,0.5,18
성동구,46,0.037,0.4,17
중랑구,0,0,0,0
동대문구,46,0.032,0.4,13
성북구,60,0.028,0.6,19
도봉구,52,0.034,0.6,18
강북구,58,0.031,0.5,20
노원구,55,0.028,0.5,18
강서구,53,0.038,0.4,17
구로구,65,0.047,0.3,21
영등포구,48,0.038,0.4,16
동작구,57,0.028,0.4,17
관악구,54,0.039,0.5,16
금천구,45,0.033,0.4,17
양천구,54,0.032,0.5,17
강남구,46,0.035,0.5,17
서초구,59,0.046,0.3,23
송파구,50,0.033,0.5,16
강동구,51,0.028,0.4,18
중구,34,0.023,0.4,10
종로구,38,0.023,0.4,10
용산구,44,0.028,0.4,8
은평구,46,0.028,0.3,8
서대문구,50,0.028,0.5,9
마포구,39,0.023,0.2,7
광진구,47,0.022,0.4,7
성동구,36,0.028,0.3,10
중랑구,43,0.02,0.5,10
동대문구,35,0.026,0.4,6
성북구,49,0.023,0.5,8
도봉구,39,0.029,0.5,8
강북구,43,0.029,0.4,11
노원구,42,0.022,0.4,11
강서구,40,0.027,0.3,8
구로구,53,0.033,0.2,10
영등포구,37,0.025,0.3,8
동작구,46,0.023,0.3,9
관악구,44,0.025,0.4,9
금천구,38,0.022,0.4,10
양천구,42,0.024,0.4,9
강남구,37,0.029,0.4,10
서초구,46,0.035,0.2,10
송파구,41,0.024,0.4,9
강동구,40,0.025,0.4,11
중구,53,0.038,0.4,27
종로구,56,0.037,0.4,26
용산구,64,0.049,0.4,23
은평구,69,0.049,0.3,26
서대문구,74,0.045,0.6,27
마포구,55,0.039,0.3,23
광진구,65,0.035,0.5,25
성동구,57,0.043,0.4,24
중랑구,60,0.039,0.4,24
동대문구,52,0.042,0.4,20
성북구,71,0.04,0.6,25
도봉구,60,0.04,0.5,26
강북구,62,0.032,0.4,27
노원구,61,0.03,0.5,26
강서구,62,0.044,0.4,24
구로구,75,0.053,0.3,24
영등포구,52,0.041,0.4,23
동작구,66,0.034,0.4,27
관악구,63,0.042,0.4,22
금천구,55,0.037,0.4,28
양천구,62,0.038,0.4,27
강남구,49,0.043,0.4,25
서초구,68,0.052,0.3,31
송파구,57,0.038,0.4,22
강동구,56,0.038,0.4,25
중구,59,0.019,0.7,42
종로구,64,0.016,0.7,38
용산구,54,0.023,0.6,29
은평구,62,0.027,0.4,37
서대문구,68,0.021,1,42
마포구,53,0.024,0.4,35
광진구,59,0.017,0.7,37
성동구,59,0.023,0.6,34
중랑구,58,0.018,0.7,31
동대문구,57,0.03,0.5,31
성북구,64,0.018,0.9,32
도봉구,53,0.023,0.7,34
강북구,57,0.022,0.6,32
노원구,67,0.017,0.8,37
강서구,68,0.031,0.5,36
구로구,74,0.034,0.4,38
영등포구,57,0.026,0.6,35
동작구,60,0.02,0.5,33
관악구,60,0.02,0.7,32
금천구,54,0.019,0.6,35
양천구,69,0.027,0.6,42
강남구,53,0.025,0.6,36
서초구,65,0.031,0.4,40
송파구,54,0.021,0.6,30
강동구,57,0.019,0.6,32
중구,44,0.018,0.5,24
종로구,46,0.017,0.5,22
용산구,50,0.022,0.5,19
은평구,51,0.025,0.4,22
서대문구,56,0.024,0.7,24
마포구,45,0.021,0.4,20
광진구,48,0.018,0.5,22
성동구,43,0.021,0.4,21
중랑구,46,0.018,0.5,19
동대문구,42,0.029,0.4,16
성북구,49,0.017,0.7,21
도봉구,44,0.023,0.5,21
강북구,51,0.018,0.5,22
노원구,49,0.017,0.5,22
강서구,49,0.022,0.4,20
구로구,62,0.033,0.3,25
영등포구,45,0.024,0.5,20
동작구,55,0.021,0.4,24
관악구,53,0.027,0.5,19
금천구,47,0.025,0.5,24
양천구,51,0.023,0.5,23
강남구,44,0.023,0.5,23
서초구,56,0.033,0.3,29
송파구,40,0.018,0.5,19
강동구,64,0.019,0.4,23
중구,21,0.023,0.4,14
종로구,23,0.022,0.4,14
용산구,23,0.026,0.4,11
은평구,24,0.027,0.3,11
서대문구,26,0.027,0.6,13
마포구,23,0.02,0.3,12
광진구,22,0.023,0.4,8
성동구,22,0.028,0.4,13
중랑구,24,0.022,0.4,12
동대문구,20,0.025,0.3,9
성북구,29,0.025,0.6,10
도봉구,20,0.029,0.4,10
강북구,27,0.024,0.4,15
노원구,27,0.023,0.4,15
강서구,27,0.026,0.4,13
구로구,26,0.032,0.3,12
영등포구,22,0.023,0.4,12
동작구,28,0.022,0.3,14
관악구,27,0.023,0.4,12
금천구,24,0.022,0.4,14
양천구,26,0.023,0.5,13
강남구,21,0.027,0.4,14
서초구,19,0.032,0.2,12
송파구,24,0.025,0.4,12
강동구,25,0.026,0.4,15
중구,37,0.03,0.4,21
종로구,40,0.028,0.4,19
용산구,42,0.03,0.5,16
은평구,46,0.032,0.3,21
서대문구,50,0.031,0.7,21
마포구,37,0.025,0.4,17
광진구,43,0.028,0.4,15
성동구,41,0.034,0.4,18
중랑구,41,0.028,0.5,17
동대문구,36,0.031,0.4,14
성북구,46,0.033,0.6,17
도봉구,39,0.037,0.4,17
강북구,44,0.031,0.4,18
노원구,46,0.026,0.5,20
강서구,43,0.033,0.4,16
구로구,50,0.037,0.3,19
영등포구,37,0.029,0.4,16
동작구,49,0.027,0.4,20
관악구,42,0.028,0.5,16
금천구,39,0.026,0.5,20
양천구,44,0.033,0.5,17
강남구,36,0.033,0.5,20
서초구,43,0.037,0.3,20
송파구,42,0.027,0.5,17
강동구,41,0.031,0.4,18
중구,33,0.029,0.4,20
종로구,35,0.027,0.4,19
용산구,39,0.032,0.4,17
은평구,37,0.035,0.3,16
서대문구,44,0.035,0.6,20
마포구,35,0.025,0.4,19
광진구,36,0.026,0.4,17
성동구,34,0.033,0.4,18
중랑구,36,0.025,0.5,17
동대문구,32,0.031,0.4,14
성북구,40,0.029,0.7,17
도봉구,34,0.033,0.5,18
강북구,39,0.027,0.4,19
노원구,39,0.026,0.5,19
강서구,39,0.031,0.4,17
구로구,44,0.038,0.3,16
영등포구,34,0.028,0.4,18
동작구,42,0.026,0.4,20
관악구,39,0.027,0.5,16
금천구,34,0.027,0.4,19
양천구,39,0.031,0.5,18
강남구,33,0.032,0.4,20
서초구,41,0.036,0.3,22
송파구,35,0.029,0.5,16
강동구,37,0.028,0.4,19
중구,28,0.028,0.4,15
종로구,30,0.028,0.4,13
용산구,34,0.029,0.4,12
은평구,142,0.034,0.3,120
서대문구,37,0.033,0.5,13
마포구,29,0.025,0.4,11
광진구,37,0.027,0.4,12
성동구,30,0.032,0.3,14
중랑구,31,0.028,0.4,12
동대문구,28,0.03,0.4,10
성북구,31,0.033,0.5,11
도봉구,27,0.036,0.4,12
강북구,33,0.032,0.4,14
노원구,32,0.028,0.2,15
강서구,31,0.032,0.4,12
구로구,35,0.038,0.3,12
영등포구,29,0.027,0.4,12
동작구,38,0.027,0.4,15
관악구,33,0.028,0.4,11
금천구,30,0.027,0.4,15
양천구,35,0.033,0.4,13
강남구,28,0.031,0.4,14
서초구,32,0.038,0.3,14
송파구,32,0.026,0.5,14
강동구,33,0.029,0.4,15
중구,31,0.019,0.5,15
종로구,33,0.019,0.5,14
용산구,36,0.022,0.4,13
은평구,34,0.024,0.3,12
서대문구,39,0.021,0.7,15
마포구,32,0.02,0.4,11
광진구,36,0.018,0.5,12
성동구,32,0.013,0.4,14
중랑구,34,0.017,0.5,13
동대문구,30,0.024,0.5,10
성북구,37,0.018,0.7,13
도봉구,31,0.021,0.5,14
강북구,38,0.019,0.5,15
노원구,28,0.017,0.5,15
강서구,33,0.024,0.4,11
구로구,39,0.031,0.3,14
영등포구,31,0.021,0.5,12
동작구,37,0.021,0.4,13
관악구,36,0.022,0.4,11
금천구,30,0.022,0.4,14
양천구,37,0.025,0.5,13
강남구,31,0.022,0.4,8
서초구,34,0.031,0.3,15
송파구,32,0.019,0.5,11
강동구,33,0.019,0.4,14
중구,30,0.028,0.3,14
종로구,32,0.025,0.4,15
용산구,38,0.029,0.4,13
은평구,36,0.032,0.2,11
서대문구,30,0.025,0.6,11
마포구,32,0.023,0.4,11
광진구,36,0.027,0.4,10
성동구,32,0.029,0.3,14
중랑구,34,0.025,0.4,13
동대문구,29,0.028,0.4,9
성북구,35,0.029,0.5,9
도봉구,31,0.034,0.4,10
강북구,37,0.029,0.3,14
노원구,23,0.026,0.4,16
강서구,35,0.029,0.3,12
구로구,38,0.036,0.2,11
영등포구,31,0.025,0.4,12
동작구,40,0.025,0.3,14
관악구,36,0.026,0.4,12
금천구,32,0.026,0.4,15
양천구,36,0.029,0.4,13
강남구,32,0.028,0.4,10
서초구,33,0.035,0.2,12
송파구,35,0.026,0.4,14
강동구,36,0.029,0.3,15
중구,38,0.022,0.6,34
종로구,41,0.019,0.6,32
용산구,39,0.02,0.6,28
은평구,43,0.027,0.5,34
서대문구,58,0.02,0.7,46
마포구,44,0.019,0.6,37
광진구,32,0.022,0.6,24
성동구,37,0.018,0.6,28
중랑구,33,0.025,0.6,23
동대문구,31,0.024,0.6,21
성북구,34,0.03,0.6,24
도봉구,31,0.032,0.5,26
강북구,35,0.027,0.5,26
노원구,30,0.029,0.5,27
강서구,57,0.025,0.6,34
구로구,68,0.028,0.4,44
영등포구,45,0.019,0.6,35
동작구,51,0.021,0.6,36
관악구,41,0.02,0.6,31
금천구,45,0.019,0.6,35
양천구,54,0.025,0.7,36
강남구,37,0.021,0.6,30
서초구,56,0.028,0.4,39
송파구,37,0.016,0.7,30
강동구,32,0.026,0.5,25
중구,52,0.022,0.7,45
종로구,53,0.019,0.7,39
용산구,60,0.021,0.7,39
은평구,53,0.03,0.4,37
서대문구,56,0.026,0.8,41
마포구,60,0.017,0.7,48
광진구,61,0.019,0.7,46
성동구,61,0.019,0.7,45
중랑구,54,0.025,0.6,37
동대문구,51,0.024,0.6,34
성북구,48,0.024,0.6,35
도봉구,46,0.03,0.6,37
강북구,50,0.028,0.5,36
노원구,47,0.021,0.6,42
강서구,75,0.023,0.7,43
구로구,66,0.026,0.5,49
영등포구,62,0.019,0.7,46
동작구,66,0.021,0.6,44
관악구,56,0.019,0.7,37
금천구,51,0.019,0.7,40
양천구,70,0.027,0.8,47
강남구,55,0.021,0.7,43
서초구,74,0.021,0.6,54
송파구,59,0.016,0.7,44
강동구,64,0.022,0.6,46
중구,52,0.027,0.6,47
종로구,52,0.022,0.7,40
용산구,54,0.026,0.6,38
은평구,55,0.033,0.4,42
서대문구,56,0.029,0.8,45
마포구,57,0.02,0.7,47
광진구,59,0.02,0.7,46
성동구,56,0.024,0.6,43
중랑구,57,0.023,0.6,39
동대문구,53,0.024,0.6,37
성북구,55,0.025,0.7,42
도봉구,56,0.032,0.7,44
강북구,58,0.027,0.6,43
노원구,49,0.023,0.7,44
강서구,76,0.023,0.8,48
구로구,69,0.027,0.6,55
영등포구,58,0.023,0.7,45
동작구,67,0.023,0.6,47
관악구,58,0.02,0.8,42
금천구,60,0.02,0.7,48
양천구,72,0.027,0.8,49
강남구,51,0.027,0.6,42
서초구,75,0.028,0.5,49
송파구,55,0.021,0.7,43
강동구,61,0.021,0.6,47
중구,53,0.013,0.6,44
종로구,53,0.012,0.7,40
용산구,54,0.013,0.6,37
은평구,55,0.016,0.5,39
서대문구,56,0.016,0.8,40
마포구,49,0.011,0.7,40
광진구,55,0.012,0.6,39
성동구,54,0.012,0.6,40
중랑구,53,0.015,0.6,33
동대문구,49,0.014,0.6,34
성북구,53,0.013,0.8,37
도봉구,48,0.02,0.7,38
강북구,54,0.017,0.6,39
노원구,44,0.013,0.7,38
강서구,61,0.014,0.7,35
구로구,60,0.015,0.5,44
영등포구,53,0.011,0.7,38
동작구,72,0.011,0.7,46
관악구,59,0.009,0.8,39
금천구,57,0.01,0.7,42
양천구,59,0.014,0.7,39
강남구,52,0.013,0.6,37
서초구,71,0.016,0.5,43
송파구,53,0.012,0.7,36
강동구,57,0.013,0.6,39
중구,37,0.011,0.6,29
종로구,39,0.01,0.6,27
용산구,39,0.011,0.5,24
은평구,39,0.015,0.4,24
서대문구,49,0.02,0.5,31
마포구,38,0.01,0.6,27
광진구,41,0.008,0.6,26
성동구,36,0.008,0.5,25
중랑구,40,0.009,0.6,25
동대문구,36,0.01,0.6,22
성북구,40,0.009,0.6,26
도봉구,38,0.013,0.6,26
강북구,43,0.013,0.6,29
노원구,33,0.01,0.7,28
강서구,43,0.011,0.5,27
구로구,43,0.017,0.4,32
영등포구,39,0.012,0.6,27
동작구,46,0.012,0.5,29
관악구,39,0.011,0.6,25
금천구,38,0.011,0.5,27
양천구,44,0.012,0.6,29
강남구,33,0.012,0.6,25
서초구,42,0.017,0.4,28
송파구,37,0.009,0.6,25
강동구,43,0.008,0.5,29
중구,35,0.029,0.5,32
종로구,37,0.024,0.5,30
용산구,41,0.03,0.5,28
은평구,35,0.034,0.3,26
서대문구,39,0.03,0.5,30
마포구,33,0.026,0.5,27
광진구,35,0.026,0.5,24
성동구,35,0.031,0.4,28
중랑구,39,0.026,0.5,27
동대문구,34,0.031,0.5,23
성북구,34,0.032,0.5,24
도봉구,30,0.038,0.5,24
강북구,42,0.029,0.4,31
노원구,35,0.028,0.5,32
강서구,38,0.032,0.4,25
구로구,31,0.036,0.3,25
영등포구,33,0.029,0.4,26
동작구,44,0.025,0.4,31
관악구,37,0.028,0.5,25
금천구,37,0.028,0.5,29
양천구,39,0.027,0.5,29
강남구,33,0.033,0.5,27
서초구,38,0.036,0.3,24
송파구,36,0.027,0.5,28
강동구,42,0.026,0.4,35
중구,44,0.035,0.5,39
종로구,47,0.028,0.5,37
용산구,48,0.037,0.5,34
은평구,44,0.041,0.4,31
서대문구,46,0.037,0.6,34
마포구,42,0.031,0.5,33
광진구,44,0.033,0.5,33
성동구,44,0.038,0.5,34
중랑구,47,0.032,0.6,33
동대문구,41,0.035,0.5,29
성북구,45,0.037,0.6,31
도봉구,40,0.042,0.5,32
강북구,52,0.034,0.5,38
노원구,43,0.033,0.5,39
강서구,51,0.037,0.5,34
구로구,45,0.041,0.4,34
영등포구,43,0.034,0.5,34
동작구,53,0.03,0.4,39
관악구,44,0.032,0.6,30
금천구,47,0.032,0.5,37
양천구,50,0.033,0.5,38
강남구,41,0.039,0.5,33
서초구,52,0.043,0.4,33
송파구,44,0.033,0.7,34
강동구,48,0.035,0.5,39
중구,44,0.017,0.6,38
종로구,46,0.015,0.7,35
용산구,44,0.016,0.5,30
은평구,44,0.025,0.4,31
서대문구,44,0.024,0.6,34
마포구,39,0.016,0.5,32
광진구,49,0.016,0.6,34
성동구,44,0.016,0.5,33
중랑구,48,0.017,0.6,32
동대문구,43,0.018,0.6,30
성북구,45,0.017,0.6,33
도봉구,41,0.022,0.6,33
강북구,48,0.021,0.5,34
노원구,40,0.017,0.6,36
강서구,53,0.02,0.6,33
구로구,49,0.023,0.4,37
영등포구,44,0.016,0.6,34
동작구,53,0.017,0.5,39
관악구,49,0.017,0.6,33
금천구,47,0.017,0.6,36
양천구,52,0.02,0.6,38
강남구,44,0.018,0.6,33
서초구,58,0.024,0.4,37
송파구,44,0.02,0.9,33
강동구,51,0.016,0.5,39
중구,37,0.03,0.5,31
종로구,39,0.026,0.5,30
용산구,41,0.03,0.5,28
은평구,36,0.034,0.4,25
서대문구,36,0.031,0.5,27
마포구,35,0.025,0.4,27
