측정소명,미세먼지(㎍/㎥),오존(ppm),일산화탄소농도(ppm),초미세먼지(㎍/㎥)
용산구,51,0.011,0.5,27
은평구,41,0.02,0.7,28
서대문구,38,0.015,0.9,20
마포구,41,0.011,0.6,29
광진구,40,0.011,0.7,30
성동구,39,0.017,0.6,29
중랑구,42,0.013,0.6,26
동대문구,39,0.017,0.6,28
성북구,45,0.013,0.6,23
도봉구,36,0.019,0.5,27
강북구,45,0.017,0.5,27
노원구,43,0.017,0.6,31
강서구,49,0.015,0.7,29
구로구,43,0.015,0.4,25
영등포구,41,0.013,0.6,28
동작구,46,0.016,0.5,28
관악구,36,0.014,0.6,23
금천구,43,0.012,0.6,27
양천구,50,0.015,0.6,31
강남구,37,0.015,0.6,27
서초구,44,0.016,0.5,28
송파구,42,0.011,0.7,30
강동구,47,0.014,0.5,32
중구,69,0.01,0.7,40
종로구,58,0.01,0.9,38
용산구,64,0.007,0.7,31
은평구,53,0.014,0.8,37
서대문구,52,0.011,1.2,27
마포구,50,0.006,0.8,37
광진구,49,0.006,0.8,36
성동구,53,0.008,0.8,39
중랑구,54,0.008,0.7,33
동대문구,52,0.01,0.8,39
성북구,61,0.007,0.8,34
도봉구,57,0.011,0.7,43
강북구,63,0.01,0.7,37
노원구,60,0.009,0.8,42
강서구,66,0.009,0.9,38
구로구,65,0.009,0.6,40
영등포구,57,0.006,0.8,39
동작구,62,0.009,0.7,39
관악구,51,0.008,0.8,33
금천구,64,0.009,0.9,42
양천구,67,0.008,0.8,45
강남구,49,0.008,0.8,36
서초구,65,0.009,0.7,43
송파구,48,0.009,0.8,33
강동구,55,0.009,0.6,38
중구,40,0.006,0.6,23
종로구,38,0.007,0.7,24
용산구,39,0.004,0.6,19
은평구,30,0.01,0.6,19
서대문구,30,0.007,1.1,13
마포구,31,0.007,0.6,20
광진구,35,0.004,0.7,24
성동구,35,0.007,0.6,25
중랑구,38,0.004,0.6,22
동대문구,36,0.006,0.7,26
성북구,45,0.005,0.7,23
도봉구,39,0.006,0.6,27
강북구,41,0.006,0.6,23
노원구,41,0.006,0.7,29
강서구,41,0.009,0.8,23
구로구,37,0.009,0.5,20
영등포구,33,0.007,0.6,21
동작구,35,0.008,0.6,21
관악구,31,0.008,0.7,18
금천구,38,0.008,0.7,21
양천구,39,0.009,0.6,25
강남구,33,0.005,0.7,23
서초구,39,0.007,0.6,24
송파구,37,0.006,0.7,24
강동구,46,0.005,0.6,29
중구,31,0.007,0.5,16
종로구,28,0.008,0.6,17
용산구,34,0.006,0.5,13
은평구,23,0.01,0.5,13
서대문구,21,0.006,0.9,11
마포구,23,0.007,0.5,13
광진구,26,0.006,0.6,17
성동구,25,0.006,0.5,17
중랑구,26,0.007,0.5,15
동대문구,25,0.006,0.6,18
성북구,33,0.005,0.5,15
도봉구,27,0.006,0.4,19
강북구,31,0.008,0.5,17
노원구,29,0.008,0.5,20
강서구,25,0.008,0.5,13
구로구,24,0.01,0.4,9
영등포구,22,0.008,0.5,12
동작구,27,0.008,0.4,15
관악구,22,0.007,0.5,12
금천구,26,0.008,0.5,15
양천구,29,0.009,0.5,15
강남구,22,0.005,0.5,15
서초구,23,0.007,0.4,14
송파구,27,0.008,0.6,16
강동구,31,0.006,0.5,20
중구,29,0.018,0.4,17
종로구,27,0.019,0.4,17
용산구,39,0.012,0.4,14
은평구,23,0.02,0.5,13
서대문구,18,0.017,0.7,12
마포구,23,0.013,0.4,14
광진구,24,0.012,0.5,16
성동구,23,0.018,0.4,16
중랑구,24,0.015,0.4,15
동대문구,22,0.019,0.4,16
성북구,27,0.014,0.4,13
도봉구,19,0.021,0.3,14
강북구,29,0.017,0.4,17
노원구,26,0.019,0.4,18
강서구,25,0.017,0.4,14
구로구,24,0.016,0.3,10
영등포구,23,0.014,0.4,14
동작구,29,0.017,0.3,17
관악구,22,0.015,0.4,13
금천구,27,0.016,0.5,16
양천구,28,0.017,0.3,16
강남구,21,0.016,0.4,16
서초구,23,0.015,0.4,15
송파구,24,0.016,0.5,16
강동구,27,0.016,0.4,18
중구,31,0.02,0.4,21
종로구,28,0.023,0.4,20
용산구,26,0.015,0.4,17
은평구,25,0.023,0.5,20
서대문구,20,0.02,0.6,20
마포구,24,0.017,0.5,18
광진구,23,0.014,0.5,18
성동구,24,0.023,0.4,19
중랑구,25,0.017,0.4,17
동대문구,25,0.021,0.4,19
성북구,27,0.017,0.4,15
도봉구,18,0.023,0.3,18
강북구,29,0.021,0.4,19
노원구,26,0.023,0.4,20
강서구,27,0.02,0.4,18
구로구,27,0.02,0.3,16
영등포구,26,0.017,0.5,19
동작구,28,0.02,0.4,20
관악구,24,0.018,0.5,15
금천구,28,0.02,0.5,20
양천구,30,0.02,0.1,21
강남구,22,0.02,0.5,18
서초구,26,0.02,0.4,19
송파구,23,0.022,0.4,17
강동구,25,0.021,0.4,19
중구,32,0.01,0.5,19
종로구,28,0.011,0.5,20
용산구,31,0.009,0.4,17
은평구,21,0.013,0.5,15
서대문구,19,0.013,0.7,17
마포구,25,0.01,0.5,18
광진구,23,0.009,0.5,17
성동구,23,0.014,0.4,18
중랑구,25,0.012,0.4,16
동대문구,25,0.009,0.5,19
성북구,31,0.009,0.4,16
도봉구,22,0.012,0.4,18
강북구,28,0.012,0.5,17
노원구,27,0.013,0.4,20
강서구,30,0.01,0.5,18
구로구,29,0.011,0.4,16
영등포구,27,0.009,0.6,18
동작구,30,0.01,0.4,19
관악구,27,0.009,0.5,18
금천구,31,0.01,0.5,22
양천구,32,0.01,0.1,20
강남구,22,0.01,0.5,16
서초구,27,0.011,0.4,18
송파구,24,0.012,0.4,17
강동구,26,0.012,0.4,18
중구,25,0.02,0.3,14
종로구,23,0.021,0.4,14
용산구,25,0.014,0.4,13
은평구,19,0.022,0.4,13
서대문구,15,0.02,0.5,13
마포구,20,0.016,0.4,11
광진구,21,0.014,0.4,15
성동구,19,0.021,0.3,13
중랑구,21,0.018,0.4,13
동대문구,18,0.019,0.4,7
성북구,26,0.017,0.7,11
도봉구,15,0.024,0.3,12
강북구,26,0.021,0.3,14
노원구,21,0.024,0.3,15
강서구,22,0.02,0.4,13
구로구,21,0.019,0.3,8
영등포구,21,0.015,0.4,13
동작구,26,0.019,0.3,15
관악구,20,0.017,0.4,10
금천구,25,0.018,0.4,14
양천구,34,0.019,0.1,19
강남구,19,0.018,0.4,14
서초구,20,0.018,0.3,12
송파구,22,0.018,0.4,14
강동구,23,0.019,0.3,16
중구,20,0.016,0.4,11
종로구,19,0.019,0.5,11
용산구,16,0.017,0.4,9
은평구,15,0.021,0.5,10
서대문구,9,0.02,0.5,10
마포구,15,0.016,0.5,8
광진구,17,0.014,0.5,10
성동구,16,0.022,0.4,10
중랑구,20,0.017,0.5,10
동대문구,17,0.017,0.5,3
성북구,20,0.015,0.9,8
도봉구,10,0.022,0.4,8
강북구,19,0.018,0.4,10
노원구,16,0.021,0.4,11
강서구,19,0.019,0.4,10
구로구,13,0.021,0.3,6
영등포구,21,0.014,0.4,9
동작구,18,0.022,0.4,10
관악구,18,0.018,0.4,8
금천구,19,0.019,0.4,10
양천구,18,0.021,0.4,10
강남구,16,0.018,0.5,10
서초구,13,0.021,0.4,8
송파구,14,0.019,0.4,8
강동구,16,0.017,0.4,11
중구,57,0.005,0.7,37
종로구,45,0.006,0.7,29
용산구,36,0.007,0.5,23
은평구,28,0.02,0.5,24
서대문구,30,0.017,0.5,26
마포구,34,0.008,0.6,28
광진구,36,0.006,0.6,26
성동구,40,0.008,0.6,31
중랑구,41,0.014,0.5,27
동대문구,44,0.005,0.7,30
성북구,59,0.005,1,31
도봉구,33,0.009,0.5,29
강북구,48,0.007,0.5,28
노원구,41,0.011,0.5,30
강서구,41,0.007,0.5,26
구로구,35,0.01,0.4,26
영등포구,50,0.004,0.6,32
동작구,37,0.01,0.5,25
관악구,38,0.011,0.6,22
금천구,33,0.023,0.4,24
양천구,42,0.006,0.6,27
강남구,43,0.006,0.6,29
서초구,41,0.007,0.5,29
송파구,36,0.01,0.5,27
강동구,43,0.013,0.5,31
중구,73,0.017,0.7,44
종로구,62,0.021,0.8,40
용산구,60,0.018,0.6,38
은평구,54,0.033,0.6,38
서대문구,50,0.032,0.7,39
마포구,55,0.022,0.7,39
광진구,54,0.014,0.7,39
성동구,55,0.02,0.7,41
중랑구,60,0.022,0.6,37
동대문구,57,0.016,0.8,38
성북구,70,0.009,1.1,39
도봉구,53,0.025,0.6,41
강북구,67,0.017,0.7,40
노원구,65,0.012,0.8,46
강서구,64,0.022,0.8,40
구로구,63,0.019,0.5,41
영등포구,60,0.016,0.6,44
동작구,64,0.02,0.6,42
관악구,56,0.019,0.7,35
금천구,62,0.016,0.7,42
양천구,65,0.018,0.7,41
강남구,54,0.017,0.7,39
서초구,67,0.016,0.6,43
송파구,59,0.014,0.8,42
강동구,66,0.015,0.7,47
중구,81,0.012,0.8,51
종로구,70,0.013,0.9,44
용산구,64,0.01,0.7,38
은평구,61,0.012,0.7,44
서대문구,59,0.016,0.9,43
마포구,67,0.006,0.9,50
광진구,59,0.009,0.7,43
성동구,66,0.009,0.8,47
중랑구,62,0.019,0.6,38
동대문구,63,0.012,0.9,43
성북구,77,0.008,1.1,41
도봉구,58,0.015,0.6,44
강북구,69,0.019,0.6,39
노원구,67,0.008,0.8,47
강서구,85,0.007,1,53
구로구,76,0.012,0.7,49
영등포구,69,0.009,0.7,51
동작구,68,0.012,0.8,43
관악구,64,0.012,0.9,42
금천구,62,0.007,0.8,40
양천구,82,0.004,1,52
강남구,60,0.012,0.8,45
서초구,82,0.011,0.8,54
송파구,66,0.013,0.9,45
강동구,74,0.013,0.7,52
중구,87,0.02,0.8,58
종로구,72,0.022,0.9,48
용산구,68,0.015,0.7,44
은평구,67,0.025,0.8,53
서대문구,68,0.02,1,52
마포구,67,0.016,0.9,55
광진구,63,0.013,0.8,50
성동구,64,0.017,0.7,47
중랑구,70,0.019,0.7,47
동대문구,65,0.021,0.8,47
성북구,73,0.018,1.1,44
도봉구,63,0.023,0.6,50
강북구,75,0.024,0.6,47
노원구,68,0.02,0.7,52
강서구,90,0.02,0.9,59
구로구,76,0.018,0.6,59
영등포구,76,0.018,0.8,61
동작구,74,0.02,0.7,51
관악구,66,0.018,0.8,47
금천구,81,0.021,0.7,56
양천구,91,0.018,0.9,64
강남구,62,0.019,0.7,49
서초구,81,0.018,0.7,57
송파구,66,0.019,0.8,49
강동구,76,0.019,0.7,57
중구,82,0.016,0.7,50
종로구,67,0.02,0.8,42
용산구,62,0.014,0.7,35
은평구,58,0.019,0.7,41
서대문구,60,0.022,0.9,42
마포구,61,0.016,0.8,49
광진구,59,0.01,0.7,43
성동구,65,0.013,0.8,45
중랑구,66,0.016,0.6,40
동대문구,60,0.018,0.8,41
성북구,72,0.012,1,38
도봉구,58,0.019,0.6,43
강북구,73,0.019,0.6,40
노원구,66,0.015,0.7,46
강서구,78,0.016,0.9,48
구로구,77,0.017,0.7,55
영등포구,73,0.015,0.8,54
동작구,73,0.019,0.7,47
관악구,67,0.016,0.9,46
금천구,74,0.016,0.7,49
양천구,82,0.016,0.9,54
강남구,60,0.017,0.7,44
서초구,80,0.015,0.7,54
송파구,64,0.015,0.8,45
강동구,68,0.015,0.7,47
중구,86,0.014,0.8,54
종로구,73,0.015,0.8,44
용산구,70,0.009,0.8,41
은평구,64,0.014,0.8,45
서대문구,61,0.014,1,40
마포구,66,0.01,0.9,54
광진구,70,0.006,1,52
성동구,72,0.008,0.8,51
중랑구,77,0.007,0.9,49
동대문구,65,0.014,0.8,46
성북구,79,0.009,1,39
도봉구,56,0.018,0.6,39
강북구,63,0.016,0.7,37
노원구,57,0.014,0.7,37
강서구,91,0.012,1,55
구로구,80,0.011,0.7,54
영등포구,79,0.01,1,60
동작구,69,0.014,0.7,45
관악구,66,0.011,0.9,43
금천구,78,0.01,0.8,55
양천구,89,0.011,1,61
강남구,68,0.011,0.9,50
서초구,83,0.011,0.8,55
송파구,67,0.011,0.9,47
강동구,85,0.009,0.8,56
중구,75,0.008,0.8,45
종로구,66,0.009,0.9,40
용산구,69,0.006,0.7,35
은평구,57,0.011,0.7,37
서대문구,59,0.009,1,35
마포구,57,0.008,0.8,40
광진구,52,0.005,0.9,37
성동구,56,0.007,0.7,39
중랑구,59,0.008,0.7,34
동대문구,56,0.009,0.8,37
성북구,106,0.006,1,33
도봉구,55,0.014,0.6,35
강북구,64,0.012,0.6,36
노원구,61,0.008,0.8,41
강서구,72,0.012,0.9,39
구로구,68,0.011,0.7,42
영등포구,63,0.008,0.8,44
동작구,62,0.01,0.7,37
관악구,53,0.01,0.9,34
금천구,55,0.014,0.8,38
양천구,68,0.011,0.9,44
강남구,51,0.009,0.7,37
서초구,67,0.009,0.8,44
송파구,62,0.007,0.8,41
강동구,63,0.007,0.7,42
중구,46,0.008,0.6,22
종로구,43,0.008,0.7,22
용산구,46,0.006,0.6,18
은평구,35,0.013,0.6,18
서대문구,37,0.01,0.8,19
마포구,34,0.008,0.7,18
광진구,34,0.006,0.7,20
성동구,36,0.006,0.6,19
중랑구,35,0.01,0.6,17
동대문구,37,0.008,0.7,20
성북구,64,0.006,0.8,19
도봉구,37,0.009,0.5,21
강북구,44,0.011,0.6,20
노원구,43,0.008,0.7,23
강서구,44,0.009,0.7,20
구로구,45,0.008,0.6,19
영등포구,38,0.007,0.7,20
동작구,43,0.007,0.6,21
관악구,38,0.007,0.8,19
금천구,40,0.003,0.7,19
양천구,44,0.008,0.8,22
강남구,32,0.007,0.6,19
서초구,40,0.007,0.6,18
송파구,41,0.008,0.7,20
강동구,42,0.008,0.7,21
중구,27,0.016,0.4,11
종로구,28,0.017,0.5,11
용산구,31,0.012,0.4,10
은평구,23,0.017,0.5,10
서대문구,22,0.015,0.7,11
마포구,24,0.012,0.4,10
광진구,26,0.009,0.6,12
성동구,25,0.012,0.5,11
중랑구,24,0.013,0.5,10
동대문구,24,0.013,0.5,12
성북구,43,0.01,0.7,10
도봉구,22,0.019,0.3,8
강북구,29,0.018,0.4,11
노원구,30,0.016,0.5,15
강서구,32,0.013,0.5,13
구로구,28,0.014,0.4,7
영등포구,25,0.012,0.5,11
동작구,28,0.014,0.4,12
관악구,24,0.012,0.5,10
금천구,31,0.012,0.5,6
양천구,29,0.013,0.5,12
강남구,21,0.014,0.5,11
서초구,25,0.013,0.4,9
송파구,28,0.012,0.6,12
강동구,31,0.012,0.5,13
중구,30,0.016,0.4,9
종로구,28,0.017,0.4,9
용산구,37,0.011,0.3,8
은평구,27,0.02,0.5,6
서대문구,25,0.015,0.6,9
마포구,24,0.012,0.4,7
광진구,26,0.01,0.5,9
성동구,23,0.014,0.3,9
중랑구,24,0.013,0.4,8
동대문구,22,0.016,0.4,9
성북구,42,0.013,0.6,6
도봉구,22,0.021,0.3,7
강북구,29,0.016,0.4,9
노원구,25,0.019,0.4,10
강서구,26,0.015,0.3,8
구로구,28,0.017,0.3,3
영등포구,23,0.013,0.4,7
동작구,30,0.017,0.3,10
관악구,23,0.015,0.4,7
금천구,24,0.011,0.4,9
양천구,26,0.014,0.4,8
강남구,21,0.016,0.4,8
서초구,27,0.016,0.3,7
송파구,26,0.016,0.4,9
강동구,31,0.012,0.4,11
중구,68,0.025,0.4,16
종로구,67,0.026,0.4,16
용산구,60,0.018,0.4,14
은평구,64,0.026,0.8,16
서대문구,60,0.023,0.5,19
마포구,53,0.021,0.4,13
광진구,56,0.017,0.6,17
성동구,50,0.022,0.4,15
중랑구,55,0.023,0.4,15
동대문구,53,0.026,0.4,15
성북구,94,0.022,0.4,15
도봉구,56,0.031,0.3,14
강북구,71,0.026,0.4,16
노원구,60,0.03,0.4,17
강서구,55,0.026,0.4,13
구로구,70,0.023,0.3,12
영등포구,52,0.022,0.4,14
동작구,66,0.024,0.3,15
관악구,51,0.022,0.4,12
금천구,52,0.021,0.4,17
양천구,58,0.022,0.4,12
강남구,50,0.024,0.4,15
서초구,73,0.026,0.4,16
송파구,56,0.022,0.5,16
강동구,67,0.023,0.4,19
중구,97,0.031,0.5,43
종로구,89,0.034,0.6,38
용산구,79,0.026,0.5,33
은평구,90,0.04,0.9,42
서대문구,84,0.034,0.7,44
마포구,72,0.029,0.6,37
광진구,75,0.019,0.8,42
성동구,74,0.026,0.6,38
중랑구,81,0.029,0.6,37
동대문구,75,0.031,0.6,37
성북구,117,0.027,0.6,36
도봉구,75,0.039,0.5,38
강북구,95,0.038,0.5,39
노원구,81,0.032,0.6,42
강서구,85,0.033,0.6,39
구로구,89,0.031,0.4,41
영등포구,77,0.029,0.6,39
동작구,83,0.034,0.5,38
관악구,75,0.03,0.6,33
금천구,86,0.029,0.6,44
양천구,88,0.031,0.6,39
강남구,72,0.03,0.6,39
서초구,92,0.033,0.5,44
송파구,72,0.029,0.7,38
강동구,84,0.025,0.6,41
중구,54,0.006,0.6,29
종로구,47,0.007,0.7,25
용산구,46,0.005,0.6,22
은평구,43,0.013,0.9,25
서대문구,41,0.01,0.7,28
마포구,38,0.007,0.6,25
광진구,39,0.004,0.7,25
성동구,40,0.006,0.6,26
중랑구,43,0.007,0.6,23
동대문구,40,0.006,0.7,25
성북구,74,0.005,0.6,26
도봉구,38,0.006,0.5,26
강북구,46,0.008,0.6,25
노원구,42,0.005,0.7,27
강서구,49,0.007,0.6,27
구로구,52,0.007,0.5,28
영등포구,43,0.005,0.7,28
동작구,47,0.009,0.6,26
관악구,40,0.008,0.7,22
금천구,50,0.007,0.7,35
양천구,50,0.007,0.7,29
강남구,38,0.006,0.6,24
서초구,50,0.007,0.6,29
송파구,38,0.009,0.6,23
강동구,46,0.006,0.6,26
중구,44,0.008,0.6,19
종로구,41,0.01,0.6,17
용산구,44,0.006,0.5,16
은평구,34,0.016,0.8,13
서대문구,33,0.011,0.7,18
마포구,32,0.009,0.6,15
광진구,33,0.006,0.6,18
성동구,33,0.007,0.5,18
중랑구,33,0.01,0.5,15
동대문구,33,0.009,0.6,18
성북구,40,0.005,1,14
도봉구,28,0.013,0.4,15
강북구,38,0.011,0.5,16
노원구,35,0.008,0.6,18
강서구,34,0.01,0.6,15
구로구,40,0.01,0.5,14
영등포구,32,0.008,0.6,16
동작구,38,0.009,0.5,18
관악구,33,0.008,0.6,15
금천구,34,0.008,0.6,17
양천구,36,0.01,0.6,16
강남구,33,0.005,0.6,18
서초구,41,0.008,0.5,18
송파구,36,0.008,0.6,17
강동구,41,0.007,0.6,18
중구,34,0.022,0.4,11
종로구,34,0.024,0.4,13
용산구,36,0.017,0.3,10
은평구,31,0.027,0.7,8
서대문구,28,0.02,0.5,11
마포구,25,0.017,0.4,8
광진구,26,0.017,0.4,9
성동구,24,0.02,0.3,10
중랑구,25,0.022,0.4,9
동대문구,26,0.023,0.4,10
성북구,30,0.018,0.8,8
도봉구,22,0.03,0.2,7
강북구,34,0.025,0.3,12
노원구,28,0.029,0.4,12
강서구,32,0.017,0.5,10
구로구,33,0.02,0.3,6
영등포구,26,0.018,0.4,9
동작구,33,0.022,0.3,11
관악구,26,0.019,0.4,9
금천구,31,0.018,0.4,11
양천구,32,0.018,0.4,10
강남구,23,0.021,0.4,10
서초구,29,0.02,0.3,8
송파구,28,0.02,0.4,10
강동구,29,0.02,0.4,10
중구,24,0.024,0.3,8
종로구,24,0.024,0.4,9
용산구,23,0.019,0.3,7
은평구,24,0.028,0.6,5
서대문구,19,0.023,0.4,7
마포구,20,0.019,0.3,6
광진구,21,0.018,0.4,6
성동구,18,0.023,0.3,8
중랑구,20,0.023,0.4,7
동대문구,19,0.025,0.3,7
성북구,25,0.018,0.6,6
도봉구,17,0.029,0.2,6
강북구,24,0.024,0.3,9
노원구,22,0.03,0.3,9
강서구,20,0.023,0.4,7
구로구,25,0.023,0.3,2
영등포구,18,0.018,0.4,7
동작구,25,0.024,0.3,9
관악구,17,0.022,0.3,5
금천구,21,0.02,0.3,10
양천구,23,0.021,0.3,7
강남구,17,0.024,0.3,8
서초구,20,0.025,0.3,5
송파구,20,0.022,0.4,8
강동구,23,0.023,0.3,9
중구,53,0.018,0.5,17
종로구,50,0.016,0.6,17
용산구,46,0.013,0.4,15
은평구,42,0.018,0.8,13
서대문구,40,0.017,0.7,16
마포구,42,0.012,0.5,17
광진구,41,0.01,0.7,17
성동구,42,0.013,0.5,19
중랑구,44,0.015,0.5,16
동대문구,41,0.015,0.6,17
성북구,46,0.01,0.7,15
도봉구,33,0.019,0.3,14
강북구,44,0.02,0.4,14
노원구,41,0.019,0.5,17
강서구,51,0.015,0.6,17
구로구,50,0.014,0.4,18
영등포구,45,0.013,0.6,18
동작구,50,0.018,0.4,18
관악구,46,0.015,0.6,16
금천구,46,0.012,0.5,20
양천구,49,0.014,0.5,17
강남구,42,0.015,0.6,19
서초구,55,0.015,0.5,19
송파구,42,0.011,0.6,18
강동구,43,0.012,0.6,20
중구,47,0.023,0.5,26
종로구,41,0.026,0.5,23
용산구,35,0.02,0.5,20
은평구,34,0.027,0.8,24
서대문구,36,0.024,0.7,26
마포구,34,0.021,0.5,24
광진구,32,0.012,0.6,19
성동구,34,0.021,0.5,23
중랑구,39,0.023,0.5,23
동대문구,38,0.025,0.5,25
성북구,41,0.019,0.6,22
도봉구,31,0.02,0.5,22
강북구,40,0.024,0.5,22
노원구,38,0.02,0.6,27
강서구,44,0.023,0.6,26
구로구,38,0.025,0.4,24
영등포구,39,0.023,0.5,25
동작구,41,0.031,0.4,25
관악구,36,0.028,0.5,21
금천구,42,0.024,0.6,24
양천구,47,0.023,0.5,27
강남구,32,0.025,0.5,23
서초구,39,0.027,0.5,24
송파구,27,0.017,0.5,18
강동구,35,0.018,0.5,23
중구,33,0.021,0.4,15
종로구,29,0.023,0.4,15
용산구,34,0.018,0.4,14
은평구,24,0.032,0.6,11
서대문구,23,0.03,0.5,13
마포구,26,0.021,0.5,13
광진구,25,0.015,0.5,12
성동구,24,0.02,0.4,14
중랑구,26,0.02,0.4,13
동대문구,25,0.023,0.5,14
성북구,32,0.018,0.6,14
도봉구,21,0.026,0.3,12
강북구,29,0.023,0.4,14
노원구,28,0.021,0.6,17
강서구,29,0.022,0.5,15
구로구,32,0.021,0.4,13
영등포구,28,0.019,0.5,15
동작구,32,0.023,0.4,17
관악구,27,0.021,0.5,13
금천구,27,0.018,0.5,17
양천구,30,0.019,0.5,16
강남구,24,0.021,0.5,14
서초구,29,0.021,0.4,12
송파구,28,0.02,0.5,15
강동구,32,0.018,0.5,17
중구,51,0.011,0.5,21
종로구,47,0.012,0.7,21
용산구,42,0.012,0.5,19
은평구,40,0.014,0.7,15
서대문구,35,0.016,0.7,17
마포구,42,0.011,0.6,20
광진구,36,0.008,0.6,17
성동구,40,0.013,0.6,19
중랑구,39,0.018,0.5,17
동대문구,40,0.012,0.6,20
성북구,47,0.01,0.6,17
도봉구,38,0.016,0.4,19
강북구,44,0.018,0.5,19
노원구,42,0.014,0.6,23
강서구,53,0.011,0.7,21
구로구,54,0.013,0.5,16
영등포구,43,0.01,0.6,20
동작구,46,0.012,0.5,20
관악구,41,0.011,0.7,19
금천구,45,0.01,0.6,23
양천구,46,0.012,0.6,20
강남구,34,0.011,0.6,19
서초구,45,0.011,0.6,17
송파구,43,0.011,0.6,19
강동구,39,0.012,0.6,20
중구,39,0.02,0.4,15
종로구,39,0.016,0.6,15
용산구,44,0.014,0.4,14
은평구,32,0.024,0.6,10
서대문구,28,0.023,0.5,13
마포구,35,0.016,0.5,14
광진구,33,0.011,0.7,14
성동구,32,0.013,0.5,15
중랑구,35,0.018,0.5,14
동대문구,33,0.018,0.5,14
성북구,39,0.02,0.4,12
도봉구,30,0.021,0.4,12
강북구,41,0.021,0.5,15
노원구,36,0.021,0.5,17
강서구,38,0.022,0.5,14
구로구,42,0.019,0.4,11
영등포구,35,0.017,0.5,15
동작구,42,0.021,0.4,17
관악구,35,0.018,0.5,13
금천구,40,0.015,0.5,19
양천구,39,0.016,0.5,14
강남구,30,0.016,0.5,15
서초구,38,0.018,0.5,12
송파구,37,0.013,0.5,15
강동구,37,0.014,0.5,16
중구,53,0.032,0.4,25
종로구,46,0.034,0.5,22
용산구,53,0.021,0.4,23
은평구,48,0.033,0.7,24
서대문구,44,0.031,0.5,26
마포구,40,0.02,0.5,25
광진구,55,0.012,1,35
성동구,46,0.024,0.5,26
중랑구,53,0.019,0.6,30
동대문구,43,0.03,0.5,25
성북구,58,0.013,0.8,10
도봉구,45,0.028,0.4,29
강북구,54,0.026,0.5,27
노원구,52,0.025,0.6,33
강서구,46,0.027,0.4,21
구로구,50,0.025,0.4,25
영등포구,44,0.02,0.5,27
동작구,50,0.029,0.4,26
관악구,44,0.025,0.5,21
금천구,42,0.021,0.5,26
양천구,46,0.024,0.5,24
강남구,42,0.028,0.5,28
서초구,53,0.027,0.4,29
송파구,49,0.02,0.6,29
강동구,65,0.017,0.6,39
중구,92,0.026,0.7,54
종로구,79,0.026,0.8,46
용산구,76,0.015,0.7,44
은평구,74,0.028,0.9,45
서대문구,71,0.026,0.9,52
마포구,65,0.018,0.8,48
광진구,70,0.015,1,50
성동구,70,0.02,0.7,48
중랑구,77,0.024,0.7,47
동대문구,72,0.026,0.8,49
성북구,80,0.022,0.8,38
도봉구,63,0.032,0.6,45
강북구,78,0.029,0.6,45
노원구,67,0.025,0.8,45
강서구,83,0.023,0.9,48
구로구,91,0.018,0.6,54
영등포구,76,0.017,0.9,55
동작구,77,0.024,0.7,48
관악구,70,0.017,0.8,44
금천구,70,0.017,0.7,48
양천구,82,0.02,0.9,52
강남구,68,0.013,0.8,44
서초구,91,0.018,0.8,59
송파구,70,0.018,0.8,47
강동구,82,0.02,0.8,53
중구,60,0.024,0.6,31
종로구,53,0.024,0.7,28
용산구,50,0.017,0.6,26
은평구,50,0.027,0.8,27
서대문구,47,0.026,0.8,31
마포구,43,0.017,0.7,26
광진구,45,0.014,0.9,26
성동구,46,0.02,0.6,28
중랑구,46,0.017,0.7,26
동대문구,45,0.024,0.7,27
성북구,56,0.017,0.8,26
도봉구,44,0.027,0.5,28
강북구,50,0.026,0.6,26
노원구,46,0.015,0.7,25
강서구,52,0.022,0.8,26
구로구,58,0.019,0.6,31
영등포구,47,0.02,0.8,28
동작구,54,0.022,0.6,29
관악구,48,0.016,0.8,26
금천구,47,0.018,0.7,26
양천구,53,0.021,0.8,30
강남구,44,0.021,0.7,27
서초구,58,0.022,0.7,30
송파구,47,0.019,0.7,27
강동구,52,0.018,0.7,28
중구,33,0.019,0.5,16
종로구,28,0.02,0.6,15
용산구,30,0.014,0.5,15
은평구,26,0.022,0.6,11
서대문구,23,0.02,0.7,15
마포구,29,0.015,0.7,15
광진구,26,0.012,0.8,13
성동구,26,0.017,0.5,16
중랑구,26,0.018,0.5,15
동대문구,25,0.021,0.5,14
성북구,29,0.019,0.6,11
도봉구,21,0.023,0.4,12
강북구,30,0.02,0.5,15
노원구,28,0.02,0.6,15
강서구,33,0.019,0.7,16
구로구,34,0.018,0.5,13
영등포구,29,0.017,0.7,16
동작구,32,0.02,0.5,16
관악구,31,0.017,0.7,18
금천구,30,0.016,0.6,16
양천구,30,0.019,0.6,16
강남구,25,0.017,0.6,16
서초구,31,0.016,0.6,15
송파구,28,0.016,0.5,16
강동구,29,0.017,0.5,17
중구,30,0.024,0.4,11
종로구,28,0.026,0.4,12
용산구,29,0.018,0.4,10
은평구,27,0.026,0.5,8
서대문구,24,0.023,0.5,10
마포구,25,0.018,0.4,10
광진구,24,0.018,0.6,10
성동구,22,0.022,0.3,10
중랑구,23,0.022,0.4,10
동대문구,23,0.025,0.4,11
성북구,28,0.022,0.5,8
도봉구,19,0.029,0.3,8
강북구,28,0.025,0.4,11
노원구,25,0.028,0.4,11
강서구,25,0.024,0.4,10
구로구,27,0.023,0.3,7
